node_idx,type,node_inv,num_fo,lvl,rev_lvl,c1_idx,c2_idx
86,0,0,13,0,114,-1,-1
87,0,0,179,0,114,-1,-1
88,0,0,8,0,114,-1,-1
89,0,0,5,0,114,-1,-1
90,0,0,22,0,114,-1,-1
91,0,0,11,0,114,-1,-1
92,0,0,108,0,114,-1,-1
93,0,0,28,0,114,-1,-1
94,0,0,7,0,114,-1,-1
95,0,0,73,0,114,-1,-1
96,0,0,24,0,114,-1,-1
97,0,0,13,0,114,-1,-1
98,0,0,11,0,114,-1,-1
99,0,0,8,0,114,-1,-1
100,0,0,149,0,114,-1,-1
101,0,0,13,0,114,-1,-1
102,0,0,12,0,114,-1,-1
103,0,0,8,0,114,-1,-1
104,0,0,6,0,114,-1,-1
105,0,0,26,0,114,-1,-1
106,0,0,3,0,114,-1,-1
107,0,0,5,0,114,-1,-1
108,0,0,13,0,114,-1,-1
109,0,0,13,0,114,-1,-1
110,0,0,13,0,114,-1,-1
111,0,0,7,0,114,-1,-1
112,2,0,0,0,114,-1,-1
113,0,0,15,0,114,-1,-1
114,0,0,14,0,114,-1,-1
115,0,0,15,0,114,-1,-1
116,0,0,11,0,114,-1,-1
117,2,0,0,0,114,-1,-1
118,0,0,5,0,114,-1,-1
119,0,0,6,0,114,-1,-1
120,0,0,32,0,114,-1,-1
121,0,0,3,0,114,-1,-1
122,0,0,27,0,114,-1,-1
123,0,0,17,0,114,-1,-1
124,0,0,1,0,114,-1,-1
125,0,0,3,0,114,-1,-1
126,0,0,3,0,114,-1,-1
127,2,0,2,0,114,-1,-1
128,0,0,1,0,114,-1,-1
129,0,0,9,0,114,-1,-1
130,0,0,3,0,114,-1,-1
131,2,0,0,0,114,-1,-1
132,0,0,3,0,114,-1,-1
133,0,0,3,0,114,-1,-1
134,0,0,3,0,114,-1,-1
135,0,0,3,0,114,-1,-1
136,0,0,3,0,114,-1,-1
137,0,0,57,0,114,-1,-1
138,0,0,5,0,114,-1,-1
139,0,0,5,0,114,-1,-1
140,0,0,45,0,114,-1,-1
141,0,0,26,0,114,-1,-1
142,0,0,102,0,114,-1,-1
143,0,0,18,0,114,-1,-1
144,0,0,43,0,114,-1,-1
145,0,0,44,0,114,-1,-1
146,0,0,68,0,114,-1,-1
147,0,0,14,0,114,-1,-1
148,0,0,27,0,114,-1,-1
149,0,0,25,0,114,-1,-1
150,0,0,21,0,114,-1,-1
151,0,0,38,0,114,-1,-1
152,0,0,82,0,114,-1,-1
153,0,0,47,0,114,-1,-1
154,0,0,27,0,114,-1,-1
155,0,0,6,0,114,-1,-1
156,0,0,11,0,114,-1,-1
157,0,0,27,0,114,-1,-1
158,0,0,17,0,114,-1,-1
159,0,0,17,0,114,-1,-1
160,0,0,28,0,114,-1,-1
161,0,0,56,0,114,-1,-1
162,0,0,23,0,114,-1,-1
163,0,0,24,0,114,-1,-1
164,0,0,20,0,114,-1,-1
165,0,0,14,0,114,-1,-1
166,0,0,63,0,114,-1,-1
167,0,0,16,0,114,-1,-1
168,0,0,53,0,114,-1,-1
169,0,0,32,0,114,-1,-1
170,0,0,32,0,114,-1,-1
171,0,0,29,0,114,-1,-1
172,0,0,51,0,114,-1,-1
173,0,0,43,0,114,-1,-1
174,0,0,65,0,114,-1,-1
175,0,0,24,0,114,-1,-1
176,0,0,18,0,114,-1,-1
177,0,0,18,0,114,-1,-1
178,0,0,43,0,114,-1,-1
179,0,0,23,0,114,-1,-1
180,0,0,41,0,114,-1,-1
181,0,0,38,0,114,-1,-1
182,0,0,45,0,114,-1,-1
183,0,0,52,0,114,-1,-1
184,0,0,40,0,114,-1,-1
185,0,0,36,0,114,-1,-1
186,0,0,21,0,114,-1,-1
187,0,0,18,0,114,-1,-1
188,0,0,18,0,114,-1,-1
189,0,0,69,0,114,-1,-1
190,0,0,34,0,114,-1,-1
191,0,0,27,0,114,-1,-1
192,0,0,27,0,114,-1,-1
193,0,0,39,0,114,-1,-1
194,0,0,22,0,114,-1,-1
195,0,0,3,0,114,-1,-1
196,0,0,5,0,114,-1,-1
197,0,0,27,0,114,-1,-1
198,0,0,76,0,114,-1,-1
199,0,0,165,0,114,-1,-1
200,0,0,131,0,114,-1,-1
201,0,0,3,0,114,-1,-1
202,0,0,3,0,114,-1,-1
203,0,0,3,0,114,-1,-1
204,0,0,3,0,114,-1,-1
205,0,0,3,0,114,-1,-1
206,0,0,3,0,114,-1,-1
207,0,0,110,0,114,-1,-1
208,0,0,99,0,114,-1,-1
209,0,0,38,0,114,-1,-1
210,0,0,72,0,114,-1,-1
211,0,0,228,0,114,-1,-1
212,0,0,134,0,114,-1,-1
213,0,0,54,0,114,-1,-1
214,0,0,153,0,114,-1,-1
215,0,0,195,0,114,-1,-1
216,0,0,110,0,114,-1,-1
217,0,0,8,0,114,-1,-1
218,0,0,3,0,114,-1,-1
219,0,0,287,0,114,-1,-1
220,0,0,3,0,114,-1,-1
221,0,0,60,0,114,-1,-1
222,0,0,71,0,114,-1,-1
223,0,0,153,0,114,-1,-1
224,0,0,94,0,114,-1,-1
225,0,0,5,0,114,-1,-1
226,2,0,0,0,114,-1,-1
227,2,0,0,0,114,-1,-1
228,2,0,157,0,114,-1,-1
229,2,0,0,0,114,-1,-1
230,2,0,95,0,114,-1,-1
231,0,0,1,0,114,-1,-1
232,2,0,149,0,114,-1,-1
233,0,0,15,0,114,-1,-1
234,0,0,21,0,114,-1,-1
235,0,0,36,0,114,-1,-1
236,2,0,0,0,114,-1,-1
237,0,0,10,0,114,-1,-1
238,0,0,36,0,114,-1,-1
239,0,0,33,0,114,-1,-1
240,0,0,34,0,114,-1,-1
241,0,0,32,0,114,-1,-1
242,0,0,35,0,114,-1,-1
243,0,0,31,0,114,-1,-1
244,0,0,35,0,114,-1,-1
245,0,0,35,0,114,-1,-1
246,0,0,28,0,114,-1,-1
247,0,0,33,0,114,-1,-1
248,0,0,30,0,114,-1,-1
249,0,0,27,0,114,-1,-1
250,0,0,5,0,114,-1,-1
251,0,0,2,0,114,-1,-1
252,0,0,30,0,114,-1,-1
253,0,0,27,0,114,-1,-1
254,0,0,17,0,114,-1,-1
255,0,0,2,0,114,-1,-1
256,0,0,2,0,114,-1,-1
257,0,0,2,0,114,-1,-1
258,0,0,2,0,114,-1,-1
259,0,0,2,0,114,-1,-1
260,0,0,2,0,114,-1,-1
261,0,0,2,0,114,-1,-1
262,0,0,13,0,114,-1,-1
263,0,0,11,0,114,-1,-1
264,0,0,7,0,114,-1,-1
265,0,0,5,0,114,-1,-1
266,0,0,7,0,114,-1,-1
267,0,0,13,0,114,-1,-1
268,0,0,10,0,114,-1,-1
269,0,0,7,0,114,-1,-1
270,0,0,7,0,114,-1,-1
271,0,0,8,0,114,-1,-1
272,0,0,4,0,114,-1,-1
273,0,0,7,0,114,-1,-1
274,0,0,6,0,114,-1,-1
275,0,0,8,0,114,-1,-1
276,0,0,7,0,114,-1,-1
277,0,0,6,0,114,-1,-1
278,2,0,5,0,114,-1,-1
279,2,0,5,0,114,-1,-1
280,0,0,7,0,114,-1,-1
281,0,0,7,0,114,-1,-1
282,0,0,7,0,114,-1,-1
283,0,0,8,0,114,-1,-1
284,0,0,9,0,114,-1,-1
285,0,0,5,0,114,-1,-1
286,0,0,7,0,114,-1,-1
287,0,0,11,0,114,-1,-1
288,0,0,7,0,114,-1,-1
289,0,0,7,0,114,-1,-1
290,0,0,2,0,114,-1,-1
291,0,0,2,0,114,-1,-1
292,0,0,2,0,114,-1,-1
293,0,0,2,0,114,-1,-1
294,0,0,2,0,114,-1,-1
295,0,0,2,0,114,-1,-1
296,0,0,2,0,114,-1,-1
297,0,0,2,0,114,-1,-1
298,0,0,2,0,114,-1,-1
299,2,0,690,0,114,-1,-1
300,0,0,3,0,114,-1,-1
301,0,0,3,0,114,-1,-1
302,2,0,0,0,114,-1,-1
303,0,0,2,0,114,-1,-1
304,0,0,2,0,114,-1,-1
305,0,0,2,0,114,-1,-1
306,0,0,2,0,114,-1,-1
307,0,0,2,0,114,-1,-1
308,0,0,2,0,114,-1,-1
309,0,0,2,0,114,-1,-1
310,2,0,0,0,114,-1,-1
311,0,0,3,0,114,-1,-1
312,0,0,3,0,114,-1,-1
313,0,0,2,0,114,-1,-1
314,0,0,29,0,114,-1,-1
315,0,0,4,0,114,-1,-1
316,0,0,4,0,114,-1,-1
317,0,0,4,0,114,-1,-1
318,0,0,4,0,114,-1,-1
319,0,0,4,0,114,-1,-1
320,0,0,4,0,114,-1,-1
321,0,0,4,0,114,-1,-1
322,0,0,4,0,114,-1,-1
323,0,0,4,0,114,-1,-1
324,0,0,3,0,114,-1,-1
325,0,0,4,0,114,-1,-1
326,0,0,4,0,114,-1,-1
327,0,0,4,0,114,-1,-1
328,0,0,4,0,114,-1,-1
329,0,0,4,0,114,-1,-1
330,0,0,3,0,114,-1,-1
331,0,0,3,0,114,-1,-1
332,0,0,56,0,114,-1,-1
333,0,0,25,0,114,-1,-1
334,0,0,8,0,114,-1,-1
335,0,0,4,0,114,-1,-1
336,0,0,4,0,114,-1,-1
337,0,0,4,0,114,-1,-1
338,0,0,4,0,114,-1,-1
339,0,0,3,0,114,-1,-1
340,0,0,3,0,114,-1,-1
341,0,0,2,0,114,-1,-1
342,0,0,4,0,114,-1,-1
343,0,0,4,0,114,-1,-1
344,0,0,4,0,114,-1,-1
345,0,0,4,0,114,-1,-1
346,0,0,4,0,114,-1,-1
347,0,0,4,0,114,-1,-1
348,0,0,4,0,114,-1,-1
349,0,0,4,0,114,-1,-1
350,0,0,6,0,114,-1,-1
351,0,0,14,0,114,-1,-1
352,0,0,4,0,114,-1,-1
353,0,0,4,0,114,-1,-1
354,0,0,16,0,114,-1,-1
355,0,0,18,0,114,-1,-1
356,0,0,26,0,114,-1,-1
357,0,0,26,0,114,-1,-1
358,0,0,3,0,114,-1,-1
359,0,0,3,0,114,-1,-1
360,0,0,3,0,114,-1,-1
361,0,0,6,0,114,-1,-1
362,0,0,4,0,114,-1,-1
363,0,0,4,0,114,-1,-1
364,0,0,4,0,114,-1,-1
365,0,0,4,0,114,-1,-1
366,0,0,4,0,114,-1,-1
367,0,0,10,0,114,-1,-1
368,0,0,4,0,114,-1,-1
369,0,0,20,0,114,-1,-1
370,0,0,14,0,114,-1,-1
371,0,0,14,0,114,-1,-1
372,0,0,4,0,114,-1,-1
373,0,0,10,0,114,-1,-1
374,0,0,20,0,114,-1,-1
375,0,0,10,0,114,-1,-1
376,0,0,4,0,114,-1,-1
377,0,0,5,0,114,-1,-1
378,0,0,4,0,114,-1,-1
379,0,0,4,0,114,-1,-1
380,0,0,4,0,114,-1,-1
381,0,0,4,0,114,-1,-1
382,0,0,4,0,114,-1,-1
383,0,0,3,0,114,-1,-1
384,0,0,3,0,114,-1,-1
385,0,0,3,0,114,-1,-1
386,0,0,4,0,114,-1,-1
387,0,0,4,0,114,-1,-1
388,0,0,4,0,114,-1,-1
389,0,0,4,0,114,-1,-1
390,0,0,4,0,114,-1,-1
391,0,0,26,0,114,-1,-1
392,0,0,24,0,114,-1,-1
393,0,0,20,0,114,-1,-1
394,0,0,4,0,114,-1,-1
395,0,0,4,0,114,-1,-1
396,0,0,4,0,114,-1,-1
397,0,0,6,0,114,-1,-1
398,0,0,4,0,114,-1,-1
399,0,0,4,0,114,-1,-1
400,0,0,4,0,114,-1,-1
401,0,0,4,0,114,-1,-1
402,0,0,4,0,114,-1,-1
403,0,0,4,0,114,-1,-1
404,0,0,6,0,114,-1,-1
405,0,0,4,0,114,-1,-1
406,0,0,4,0,114,-1,-1
407,0,0,3,0,114,-1,-1
408,0,0,3,0,114,-1,-1
409,0,0,3,0,114,-1,-1
410,0,0,4,0,114,-1,-1
411,0,0,11,0,114,-1,-1
412,0,0,8,0,114,-1,-1
413,0,0,4,0,114,-1,-1
414,0,0,4,0,114,-1,-1
415,0,0,4,0,114,-1,-1
416,0,0,4,0,114,-1,-1
417,0,0,4,0,114,-1,-1
418,0,0,4,0,114,-1,-1
419,0,0,4,0,114,-1,-1
420,0,0,4,0,114,-1,-1
421,0,0,4,0,114,-1,-1
422,0,0,4,0,114,-1,-1
423,0,0,4,0,114,-1,-1
424,0,0,4,0,114,-1,-1
425,0,0,4,0,114,-1,-1
426,0,0,24,0,114,-1,-1
427,0,0,22,0,114,-1,-1
428,0,0,24,0,114,-1,-1
429,0,0,12,0,114,-1,-1
430,0,0,24,0,114,-1,-1
431,0,0,3,0,114,-1,-1
432,0,0,3,0,114,-1,-1
433,0,0,3,0,114,-1,-1
434,0,0,4,0,114,-1,-1
435,0,0,12,0,114,-1,-1
436,0,0,14,0,114,-1,-1
437,0,0,4,0,114,-1,-1
438,0,0,4,0,114,-1,-1
439,0,0,4,0,114,-1,-1
440,0,0,4,0,114,-1,-1
441,0,0,6,0,114,-1,-1
442,0,0,4,0,114,-1,-1
443,0,0,12,0,114,-1,-1
444,0,0,18,0,114,-1,-1
445,0,0,24,0,114,-1,-1
446,0,0,3,0,114,-1,-1
447,0,0,4,0,114,-1,-1
448,0,0,22,0,114,-1,-1
449,0,0,4,0,114,-1,-1
450,0,0,4,0,114,-1,-1
451,0,0,4,0,114,-1,-1
452,0,0,16,0,114,-1,-1
453,0,0,4,0,114,-1,-1
454,0,0,4,0,114,-1,-1
455,0,0,18,0,114,-1,-1
456,0,0,4,0,114,-1,-1
457,0,0,1,0,114,-1,-1
458,0,0,18,0,114,-1,-1
459,0,0,4,0,114,-1,-1
460,0,0,3,0,114,-1,-1
461,0,0,26,0,114,-1,-1
462,0,0,4,0,114,-1,-1
463,0,0,4,0,114,-1,-1
464,0,0,4,0,114,-1,-1
465,2,0,0,0,114,-1,-1
466,2,0,0,0,114,-1,-1
467,2,0,0,0,114,-1,-1
468,0,0,16,0,114,-1,-1
469,2,0,0,0,114,-1,-1
470,2,0,0,0,114,-1,-1
471,2,0,0,0,114,-1,-1
472,2,0,0,0,114,-1,-1
473,2,0,0,0,114,-1,-1
474,2,0,0,0,114,-1,-1
475,2,0,0,0,114,-1,-1
476,0,0,17,0,114,-1,-1
477,2,0,0,0,114,-1,-1
478,0,0,16,0,114,-1,-1
479,0,0,7,0,114,-1,-1
480,0,0,1,0,114,-1,-1
481,0,0,5,0,114,-1,-1
482,0,0,3,0,114,-1,-1
483,0,0,7,0,114,-1,-1
484,0,0,3,0,114,-1,-1
485,0,0,3,0,114,-1,-1
486,0,0,7,0,114,-1,-1
487,0,0,3,0,114,-1,-1
488,0,0,5,0,114,-1,-1
489,0,0,7,0,114,-1,-1
490,0,0,5,0,114,-1,-1
491,0,0,3,0,114,-1,-1
492,0,0,5,0,114,-1,-1
493,0,0,5,0,114,-1,-1
494,0,0,7,0,114,-1,-1
495,0,0,7,0,114,-1,-1
496,0,0,3,0,114,-1,-1
497,0,0,7,0,114,-1,-1
498,0,0,3,0,114,-1,-1
499,0,0,3,0,114,-1,-1
500,0,0,4,0,114,-1,-1
501,0,0,3,0,114,-1,-1
502,0,0,7,0,114,-1,-1
503,0,0,5,0,114,-1,-1
504,0,0,7,0,114,-1,-1
505,0,0,4,0,114,-1,-1
506,0,0,5,0,114,-1,-1
507,0,0,3,0,114,-1,-1
508,0,0,7,0,114,-1,-1
509,0,0,7,0,114,-1,-1
510,0,0,5,0,114,-1,-1
511,0,0,3,0,114,-1,-1
512,0,0,5,0,114,-1,-1
513,0,0,5,0,114,-1,-1
514,0,0,5,0,114,-1,-1
515,0,0,7,0,114,-1,-1
516,0,0,5,0,114,-1,-1
517,0,0,5,0,114,-1,-1
518,0,0,4,0,114,-1,-1
519,0,0,5,0,114,-1,-1
520,0,0,3,0,114,-1,-1
521,0,0,3,0,114,-1,-1
522,0,0,5,0,114,-1,-1
523,0,0,4,0,114,-1,-1
524,0,0,5,0,114,-1,-1
525,0,0,5,0,114,-1,-1
526,0,0,3,0,114,-1,-1
527,0,0,5,0,114,-1,-1
528,0,0,3,0,114,-1,-1
529,0,0,5,0,114,-1,-1
530,0,0,7,0,114,-1,-1
531,0,0,5,0,114,-1,-1
532,0,0,5,0,114,-1,-1
533,0,0,7,0,114,-1,-1
534,0,0,7,0,114,-1,-1
535,0,0,5,0,114,-1,-1
536,0,0,3,0,114,-1,-1
537,0,0,7,0,114,-1,-1
538,0,0,3,0,114,-1,-1
539,0,0,7,0,114,-1,-1
540,0,0,7,0,114,-1,-1
541,0,0,5,0,114,-1,-1
542,0,0,5,0,114,-1,-1
543,0,0,3,0,114,-1,-1
544,0,0,4,0,114,-1,-1
545,0,0,7,0,114,-1,-1
546,0,0,3,0,114,-1,-1
547,0,0,7,0,114,-1,-1
548,0,0,3,0,114,-1,-1
549,0,0,7,0,114,-1,-1
550,0,0,3,0,114,-1,-1
551,0,0,3,0,114,-1,-1
552,0,0,7,0,114,-1,-1
553,0,0,3,0,114,-1,-1
554,0,0,3,0,114,-1,-1
555,0,0,3,0,114,-1,-1
556,0,0,5,0,114,-1,-1
557,0,0,4,0,114,-1,-1
558,0,0,7,0,114,-1,-1
559,0,0,7,0,114,-1,-1
560,0,0,4,0,114,-1,-1
561,0,0,5,0,114,-1,-1
562,0,0,3,0,114,-1,-1
563,0,0,3,0,114,-1,-1
564,0,0,3,0,114,-1,-1
565,0,0,3,0,114,-1,-1
566,0,0,5,0,114,-1,-1
567,0,0,18,0,114,-1,-1
568,0,0,7,0,114,-1,-1
569,0,0,4,0,114,-1,-1
570,0,0,4,0,114,-1,-1
571,0,0,3,0,114,-1,-1
572,0,0,7,0,114,-1,-1
573,0,0,5,0,114,-1,-1
574,0,0,3,0,114,-1,-1
575,0,0,5,0,114,-1,-1
576,0,0,3,0,114,-1,-1
577,0,0,5,0,114,-1,-1
578,0,0,3,0,114,-1,-1
579,0,0,5,0,114,-1,-1
580,0,0,5,0,114,-1,-1
581,0,0,5,0,114,-1,-1
582,0,0,7,0,114,-1,-1
583,2,0,0,0,114,-1,-1
584,0,0,7,0,114,-1,-1
585,0,0,7,0,114,-1,-1
586,0,0,5,0,114,-1,-1
587,0,0,8,0,114,-1,-1
588,0,0,53,0,114,-1,-1
589,0,0,2,0,114,-1,-1
590,0,0,39,0,114,-1,-1
591,0,0,60,0,114,-1,-1
592,0,0,67,0,114,-1,-1
593,0,0,2,0,114,-1,-1
594,0,0,2,0,114,-1,-1
595,0,0,5,0,114,-1,-1
596,0,0,3,0,114,-1,-1
597,0,0,3,0,114,-1,-1
598,0,0,3,0,114,-1,-1
599,0,0,3,0,114,-1,-1
600,0,0,4,0,114,-1,-1
601,2,0,3,0,114,-1,-1
602,0,0,5,0,114,-1,-1
603,0,0,54,0,114,-1,-1
604,0,0,3,0,114,-1,-1
605,2,0,3,0,114,-1,-1
606,0,0,13,0,114,-1,-1
607,0,0,13,0,114,-1,-1
608,0,0,132,0,114,-1,-1
609,0,0,355,0,114,-1,-1
610,0,0,2,0,114,-1,-1
611,0,0,2,0,114,-1,-1
612,0,0,4,0,114,-1,-1
613,0,0,2,0,114,-1,-1
614,0,0,43,0,114,-1,-1
615,0,0,3,0,114,-1,-1
616,0,0,56,0,114,-1,-1
617,0,0,13,0,114,-1,-1
618,0,0,412,0,114,-1,-1
619,0,0,446,0,114,-1,-1
620,0,0,2,0,114,-1,-1
621,0,0,10,0,114,-1,-1
622,0,0,12,0,114,-1,-1
623,0,0,13,0,114,-1,-1
624,0,0,3,0,114,-1,-1
625,0,0,351,0,114,-1,-1
626,0,0,314,0,114,-1,-1
627,0,0,135,0,114,-1,-1
628,0,0,236,0,114,-1,-1
629,0,0,120,0,114,-1,-1
630,0,0,92,0,114,-1,-1
631,0,0,2,0,114,-1,-1
632,0,0,2,0,114,-1,-1
633,0,0,15,0,114,-1,-1
634,0,0,17,0,114,-1,-1
635,0,0,2,0,114,-1,-1
636,0,0,2,0,114,-1,-1
637,0,0,10,0,114,-1,-1
638,0,0,10,0,114,-1,-1
639,0,0,14,0,114,-1,-1
640,0,0,2,0,114,-1,-1
641,0,0,70,0,114,-1,-1
642,0,0,45,0,114,-1,-1
643,0,0,10,0,114,-1,-1
644,0,0,534,0,114,-1,-1
645,0,0,2,0,114,-1,-1
646,0,0,2,0,114,-1,-1
647,0,0,342,0,114,-1,-1
648,0,0,132,0,114,-1,-1
649,0,0,2,0,114,-1,-1
650,0,0,2,0,114,-1,-1
651,0,0,2,0,114,-1,-1
652,0,0,2,0,114,-1,-1
653,0,0,2,0,114,-1,-1
654,0,0,2,0,114,-1,-1
655,0,0,2,0,114,-1,-1
656,0,0,2,0,114,-1,-1
657,0,0,2,0,114,-1,-1
658,0,0,2,0,114,-1,-1
659,0,0,2,0,114,-1,-1
660,0,0,134,0,114,-1,-1
661,0,0,31,0,114,-1,-1
662,0,0,30,0,114,-1,-1
663,2,0,0,0,114,-1,-1
664,2,0,0,0,114,-1,-1
665,0,0,15,0,114,-1,-1
666,2,0,0,0,114,-1,-1
667,2,0,0,0,114,-1,-1
668,2,0,0,0,114,-1,-1
669,0,0,2,0,114,-1,-1
670,2,0,0,0,114,-1,-1
671,2,0,0,0,114,-1,-1
672,2,0,0,0,114,-1,-1
673,2,0,0,0,114,-1,-1
674,2,0,0,0,114,-1,-1
675,2,0,0,0,114,-1,-1
676,2,0,0,0,114,-1,-1
677,2,0,0,0,114,-1,-1
678,2,0,0,0,114,-1,-1
679,2,0,0,0,114,-1,-1
680,0,0,87,0,114,-1,-1
681,0,0,39,0,114,-1,-1
682,2,0,0,0,114,-1,-1
683,0,0,3,0,114,-1,-1
684,0,0,2,0,114,-1,-1
685,2,0,0,0,114,-1,-1
686,0,0,12,0,114,-1,-1
687,0,0,10,0,114,-1,-1
688,0,0,10,0,114,-1,-1
689,2,0,0,0,114,-1,-1
690,0,0,10,0,114,-1,-1
691,0,0,10,0,114,-1,-1
692,2,0,0,0,114,-1,-1
693,0,0,2,0,114,-1,-1
694,0,0,2,0,114,-1,-1
695,0,0,9,0,114,-1,-1
696,0,0,10,0,114,-1,-1
697,0,0,2,0,114,-1,-1
698,0,0,10,0,114,-1,-1
699,0,0,10,0,114,-1,-1
700,0,0,10,0,114,-1,-1
701,0,0,10,0,114,-1,-1
702,0,0,10,0,114,-1,-1
703,0,0,10,0,114,-1,-1
704,0,0,10,0,114,-1,-1
705,0,0,10,0,114,-1,-1
706,0,0,10,0,114,-1,-1
707,2,0,0,0,114,-1,-1
708,2,0,0,0,114,-1,-1
709,0,0,10,0,114,-1,-1
710,0,0,10,0,114,-1,-1
711,2,0,0,0,114,-1,-1
712,2,0,0,0,114,-1,-1
713,2,0,0,0,114,-1,-1
714,2,0,0,0,114,-1,-1
715,0,0,274,0,114,-1,-1
716,2,0,0,0,114,-1,-1
717,2,0,0,0,114,-1,-1
718,2,0,0,0,114,-1,-1
719,2,0,0,0,114,-1,-1
720,2,0,0,0,114,-1,-1
721,0,0,7,0,114,-1,-1
722,2,0,0,0,114,-1,-1
723,0,0,10,0,114,-1,-1
724,0,0,12,0,114,-1,-1
725,0,0,10,0,114,-1,-1
726,0,0,10,0,114,-1,-1
727,0,0,10,0,114,-1,-1
728,0,0,2,0,114,-1,-1
729,0,0,10,0,114,-1,-1
730,0,0,10,0,114,-1,-1
731,0,0,7,0,114,-1,-1
732,0,0,2,0,114,-1,-1
733,2,0,0,0,114,-1,-1
734,0,0,10,0,114,-1,-1
735,0,0,29,0,114,-1,-1
736,0,0,10,0,114,-1,-1
737,0,0,10,0,114,-1,-1
738,0,0,10,0,114,-1,-1
739,0,0,17,0,114,-1,-1
740,0,0,1,0,114,-1,-1
741,0,0,15,0,114,-1,-1
742,0,0,12,0,114,-1,-1
743,0,0,29,0,114,-1,-1
744,0,0,2,0,114,-1,-1
745,0,0,18,0,114,-1,-1
746,0,0,19,0,114,-1,-1
747,0,0,4,0,114,-1,-1
748,0,0,12,0,114,-1,-1
749,0,0,17,0,114,-1,-1
750,0,0,2,0,114,-1,-1
751,0,0,19,0,114,-1,-1
752,0,0,13,0,114,-1,-1
753,0,0,19,0,114,-1,-1
754,0,0,19,0,114,-1,-1
755,0,0,17,0,114,-1,-1
756,0,0,17,0,114,-1,-1
757,0,0,15,0,114,-1,-1
758,0,0,17,0,114,-1,-1
759,0,0,17,0,114,-1,-1
760,0,0,19,0,114,-1,-1
761,0,0,20,0,114,-1,-1
762,0,0,2,0,114,-1,-1
763,0,0,19,0,114,-1,-1
764,0,0,19,0,114,-1,-1
765,2,0,7,0,114,-1,-1
766,0,0,19,0,114,-1,-1
767,0,0,17,0,114,-1,-1
768,0,0,12,0,114,-1,-1
769,0,0,6,0,114,-1,-1
770,0,0,13,0,114,-1,-1
771,2,0,4,0,114,-1,-1
772,0,0,17,0,114,-1,-1
