root_idx,cut_idx,l1_idx,l2_idx,l3_idx,l4_idx,l5_idx,vol_cut,cut_height,canon_tt_0,cannon_tt_1
21,59,1,7,9,15,16,5,5,33498111,3604671
21,60,3,5,14,17,19,4,5,16843263,8355711
21,61,1,10,14,16,19,4,5,50550783,1392447
21,62,10,11,13,17,19,4,4,16843263,8355711
21,63,7,10,14,17,18,4,5,50529111,356466495
22,64,2,21,-1,-1,-1,1,6,2004318071,286331153
22,65,2,15,20,-1,-1,2,6,1465341783,353703189
22,66,2,15,17,19,-1,3,6,1467438967,286593301
22,67,2,10,14,20,-1,3,6,1434408319,22348117
22,68,2,10,14,17,19,4,6,1434419071,16843093
22,69,2,7,15,17,18,4,6,1465868127,84215061
22,70,2,10,11,13,20,4,6,1431666687,87381
22,71,1,2,15,16,19,4,6,859258687,50533171
22,72,2,3,5,14,20,4,6,1431666687,87381
23,73,2,5,-1,-1,-1,1,1,2004318071,286331153
24,74,0,23,-1,-1,-1,1,2,2004318071,286331153
24,75,0,2,5,-1,-1,2,2,1465341783,353703189
25,76,1,2,-1,-1,-1,1,1,2004318071,286331153
26,77,24,25,-1,-1,-1,1,2,2004318071,286331153
26,78,0,23,25,-1,-1,2,3,522133279,117901063
26,79,1,2,24,-1,-1,2,3,522133279,117901063
26,80,0,1,2,5,-1,4,3,123144023,354358559
26,81,0,2,5,25,-1,3,3,369038847,5701719
26,82,0,1,2,23,-1,3,3,56034135,356455743
27,83,9,26,-1,-1,-1,1,4,2004318071,286331153
27,84,9,24,25,-1,-1,2,4,1465341783,353703189
27,85,1,2,9,24,-1,3,4,259985279,17760527
27,86,0,9,23,25,-1,3,4,863974271,20119859
27,87,0,1,2,9,23,4,4,369049599,196695
27,88,0,2,5,9,25,4,4,16734207,1376511
27,89,0,1,2,5,9,5,4,354418687,1879
28,90,2,3,-1,-1,-1,1,1,2004318071,286331153
29,91,9,28,-1,-1,-1,1,2,2004318071,286331153
29,92,2,3,9,-1,-1,2,2,522133279,117901063
30,93,0,3,-1,-1,-1,1,1,2004318071,286331153
31,94,29,30,-1,-1,-1,1,2,2004318071,286331153
31,95,9,28,30,-1,-1,2,3,522133279,117901063
31,96,0,3,29,-1,-1,2,3,522133279,117901063
31,97,0,2,3,9,-1,4,3,88016191,56558431
31,98,2,3,9,30,-1,3,3,134154239,2031647
31,99,0,3,9,28,-1,3,3,287248671,125241207
32,100,1,31,-1,-1,-1,1,4,2004318071,286331153
32,101,1,29,30,-1,-1,2,4,1465341783,353703189
32,102,0,1,3,29,-1,3,4,863974271,20119859
32,103,1,9,28,30,-1,3,4,1434408319,22348117
32,104,0,1,3,9,28,4,4,863993727,16843059
32,105,1,2,3,9,30,4,4,1431656447,1398101
32,106,0,1,2,3,9,5,4,859797503,1114931
33,107,1,3,-1,-1,-1,1,1,2004318071,286331153
34,108,32,33,-1,-1,-1,1,4,2004318071,286331153
34,109,1,31,33,-1,-1,2,5,522133279,117901063
34,110,1,3,31,-1,-1,3,5,454761243,454761243
34,111,1,3,32,-1,-1,2,5,522133279,117901063
34,112,0,1,3,29,-1,5,5,473898047,63374279
34,113,1,3,29,30,-1,4,5,465247163,286986523
34,114,1,29,30,33,-1,3,5,369038847,5701719
34,115,0,1,2,3,9,7,5,298595279,63714269
34,116,1,2,3,9,30,6,5,94875567,84223407
34,117,0,1,3,9,28,6,5,471604287,63424455
34,118,1,3,9,28,30,5,5,287030203,286333883
34,119,1,9,28,30,33,4,5,22413311,21887
34,120,0,1,3,29,33,4,5,20185087,13183
35,121,27,34,-1,-1,-1,1,2,2004318071,286331153
35,122,27,32,33,-1,-1,2,5,2139062143,16843009
35,123,9,26,34,-1,-1,2,6,522133279,117901063
35,124,1,3,27,32,-1,3,6,536813567,458759
35,125,1,3,27,31,-1,4,6,532619199,17498379
35,126,1,27,31,33,-1,3,6,939472895,1245203
35,127,9,24,25,34,-1,3,6,369038847,5701719
35,128,9,26,32,33,-1,3,6,536813567,458759
35,129,1,27,29,30,33,4,6,930611199,4371
35,130,1,3,27,29,30,5,6,532660159,16843019
35,131,0,1,3,27,29,6,6,486490111,196807
35,132,1,3,9,26,32,4,6,287309823,1911
35,133,0,9,23,25,34,4,6,20185087,13183
35,134,1,3,9,26,31,5,6,287292351,17894331
35,135,1,2,9,24,34,4,6,17825791,3967
35,136,1,9,26,31,33,4,6,56098815,5439
35,137,9,24,25,32,33,4,6,369098751,87
36,138,7,35,-1,-1,-1,1,7,2004318071,286331153
36,139,7,27,34,-1,-1,2,7,1465341783,353703189
36,140,7,9,26,34,-1,3,7,1434408319,22348117
36,141,7,27,32,33,-1,3,7,1431786839,357897557
36,142,7,9,26,32,33,4,7,1431655807,22369621
36,143,7,9,24,25,34,4,7,1431664511,17913173
36,144,1,7,27,31,33,4,7,858994495,51589939
36,145,1,3,7,27,31,5,7,253693887,17763087
36,146,1,3,7,27,32,4,7,252645247,17764111
37,147,22,36,-1,-1,-1,1,2,2004318071,286331153
37,148,7,22,35,-1,-1,2,8,926365495,320017171
37,149,2,21,36,-1,-1,2,8,522133279,117901063
37,150,7,22,27,34,-1,3,8,930559863,286462227
37,151,2,15,20,36,-1,3,8,369038847,5701719
37,152,2,7,21,35,-1,3,8,87491895,324997983
37,153,7,22,27,32,33,4,8,930576247,286331155
37,154,2,10,14,20,36,4,8,22413311,21887
37,155,7,9,22,26,34,4,8,253714271,84215567
37,156,2,15,17,19,36,4,8,286654463,22391
37,157,2,7,21,27,34,4,8,87504695,320017247
37,158,2,7,15,20,35,4,8,89470839,286479711
38,159,8,37,-1,-1,-1,1,9,2004318071,286331153
38,160,8,22,36,-1,-1,2,9,1465341783,353703189
38,161,2,8,21,36,-1,3,9,863974271,20119859
38,162,7,8,22,35,-1,3,9,926889791,51577619
38,163,2,7,8,21,35,4,9,524247039,328455
38,164,2,8,15,20,36,4,9,859010943,17904435
38,165,7,8,22,27,34,4,9,926365503,51581715
39,166,7,8,-1,-1,-1,1,1,2004318071,286331153
40,167,5,39,-1,-1,-1,1,2,2004318071,286331153
40,168,5,7,8,-1,-1,2,2,2139062143,16843009
41,169,7,9,-1,-1,-1,1,1,2004318071,286331153
42,170,40,41,-1,-1,-1,1,2,2004318071,286331153
42,171,5,39,41,-1,-1,2,3,522133279,117901063
42,172,7,9,40,-1,-1,2,3,522133279,117901063
42,173,5,7,8,9,-1,4,3,30212557,333386719
42,174,5,7,8,41,-1,3,3,33489407,8323199
42,175,5,7,9,39,-1,3,3,56034135,356455743
43,176,1,42,-1,-1,-1,1,4,2004318071,286331153
43,177,1,40,41,-1,-1,2,4,1465341783,353703189
43,178,1,7,9,40,-1,3,4,1434408319,22348117
43,179,1,5,39,41,-1,3,4,1434408319,22348117
43,180,1,5,7,9,39,4,4,1467441151,332053
43,181,1,5,7,8,41,4,4,1431666687,87381
43,182,1,5,7,8,9,5,4,1465907199,86097
44,183,1,7,-1,-1,-1,1,1,2004318071,286331153
45,184,5,9,-1,-1,-1,1,1,2004318071,286331153
46,185,44,45,-1,-1,-1,1,1,2004318071,286331153
46,186,5,9,44,-1,-1,2,2,2139062143,16843009
46,187,1,7,45,-1,-1,2,2,522133279,117901063
46,188,1,5,7,9,-1,3,2,939472895,1245203
47,189,43,46,-1,-1,-1,1,3,2004318071,286331153
47,190,1,42,46,-1,-1,2,5,522133279,117901063
47,191,43,44,45,-1,-1,2,4,1465341783,353703189
47,192,1,7,42,45,-1,4,5,96404927,28246447
47,193,1,7,43,45,-1,3,5,259985279,17760527
47,194,1,40,41,46,-1,3,5,369038847,5701719
47,195,5,9,43,44,-1,3,5,253693727,118425359
47,196,1,42,44,45,-1,3,5,287248671,125241207
47,197,1,5,7,8,9,9,5,85275186,926399226
47,198,1,5,7,9,39,8,5,87168307,861385567
47,199,1,5,39,41,46,4,5,22413311,21887
47,200,1,5,7,9,40,7,5,87184759,290798581
47,201,1,5,7,9,42,5,5,1288891,290798591
47,202,1,5,7,9,43,4,5,1310719,14335
47,203,1,7,9,40,46,4,5,22413311,21887
47,204,1,7,9,40,45,6,5,22409215,109295
47,205,1,7,40,41,45,5,5,89505791,109231
47,206,1,40,41,44,45,4,5,353703423,5723991
47,207,1,5,9,42,44,4,5,5571415,356472319
48,208,0,2,-1,-1,-1,1,1,2004318071,286331153
49,209,47,48,-1,-1,-1,1,5,2004318071,286331153
49,210,43,46,48,-1,-1,2,5,522133279,117901063
49,211,0,2,47,-1,-1,2,6,2139062143,16843009
49,212,43,44,45,48,-1,3,5,369038847,5701719
49,213,1,42,46,48,-1,3,6,134154239,2031647
49,214,0,2,43,46,-1,3,6,2004842367,17891601
49,215,1,42,44,45,48,4,6,125304831,4383
49,216,5,9,43,44,48,4,6,118489087,3871
49,217,1,40,41,46,48,4,6,5767167,5631
49,218,1,7,43,45,48,4,6,17825791,3967
49,219,1,7,42,45,48,5,6,28311551,1471
49,220,0,2,43,44,45,4,6,2004844415,16843025
49,221,0,1,2,42,46,4,6,1600094207,66821
50,222,2,9,-1,-1,-1,1,1,2004318071,286331153
51,223,0,1,-1,-1,-1,1,1,2004318071,286331153
52,224,50,51,-1,-1,-1,1,1,2004318071,286331153
52,225,0,1,50,-1,-1,2,2,2139062143,16843009
52,226,2,9,51,-1,-1,2,2,2139062143,16843009
52,227,0,1,2,9,-1,3,2,2147450879,65537
53,228,40,52,-1,-1,-1,1,1,2004318071,286331153
53,229,40,50,51,-1,-1,2,2,2139062143,16843009
53,230,5,39,52,-1,-1,2,3,2139062143,16843009
53,231,2,9,40,51,-1,3,3,2147450879,65537
53,232,0,1,40,50,-1,3,3,2147450879,65537
53,233,5,7,8,52,-1,3,3,2147450879,65537
53,234,5,39,50,51,-1,3,3,2147450879,65537
53,235,0,1,2,9,40,4,3,2147483647,1
53,236,2,5,9,39,51,4,3,2147483647,1
53,237,0,1,5,39,50,4,3,2147483647,1
53,238,5,7,8,50,51,4,3,2147483647,1
54,239,49,53,-1,-1,-1,1,4,2004318071,286331153
54,240,47,48,53,-1,-1,2,6,522133279,117901063
54,241,40,49,52,-1,-1,2,5,926365495,320017171
54,242,0,2,47,53,-1,3,7,33489407,8323199
54,243,5,39,49,52,-1,3,7,253693727,118425359
54,244,43,46,48,53,-1,3,6,134154239,2031647
54,245,40,49,50,51,-1,3,6,859255607,322114355
54,246,40,47,48,52,-1,3,6,56034135,356455743
54,247,5,39,49,50,51,4,7,252645151,118427407
54,248,0,2,43,46,53,4,7,17956863,30591
54,249,5,7,8,49,52,4,7,16712191,8323327
54,250,1,42,46,48,53,4,7,2097151,2047
54,251,0,1,40,49,50,4,7,16712191,8323327
54,252,43,44,45,48,53,4,6,5767167,5631
54,253,2,9,40,49,51,4,7,16712191,8323327
54,254,0,2,40,47,52,4,7,1117983,118454271
54,255,5,39,47,48,52,4,7,987423,125243391
54,256,40,43,46,48,52,4,6,4150655,22348799
54,257,40,47,48,50,51,4,6,50529111,356466495
55,258,3,54,-1,-1,-1,1,8,2004318071,286331153
55,259,3,49,53,-1,-1,2,8,1465341783,353703189
55,260,3,40,49,52,-1,3,8,1465866079,85263637
55,261,3,47,48,53,-1,3,8,1434408319,22348117
55,262,3,40,47,48,52,4,8,1467441151,332053
55,263,3,40,49,50,51,4,8,1465868127,84215061
55,264,3,43,46,48,53,4,8,1431656447,1398101
55,265,3,5,39,49,52,4,8,1434408447,5570901
55,266,0,2,3,47,53,4,8,252674047,69391
56,267,38,55,-1,-1,-1,1,2,2004318071,286331153
56,268,3,38,54,-1,-1,2,10,926365495,320017171
56,269,8,37,55,-1,-1,2,10,522133279,117901063
56,270,3,38,49,53,-1,3,10,930559863,286462227
56,271,8,22,36,55,-1,3,10,369038847,5701719
56,272,3,8,37,54,-1,3,10,56034135,356455743
56,273,3,38,47,48,53,4,10,859273079,286331699
56,274,7,8,22,35,55,4,10,51642367,14143
56,275,3,38,40,49,52,4,10,863450999,286462259
56,276,2,8,21,36,55,4,10,20185087,13183
56,277,3,8,37,49,53,4,10,56055639,353703231
56,278,3,8,22,36,54,4,10,53696375,286602047
57,279,6,56,-1,-1,-1,1,11,2004318071,286331153
57,280,6,38,55,-1,-1,2,11,1465341783,353703189
57,281,6,8,37,55,-1,3,11,1434408319,22348117
57,282,3,6,38,54,-1,3,11,926889791,51577619
57,283,3,6,8,37,54,4,11,930562047,200979
57,284,6,8,22,36,55,4,11,1431664511,17913173
57,285,3,6,38,49,53,4,11,926365503,51581715
58,286,0,2,-1,-1,-1,1,1,2004318071,286331153
59,287,11,58,-1,-1,-1,1,1,2004318071,286331153
59,288,0,2,11,-1,-1,2,2,2139062143,16843009
59,289,1,9,58,-1,-1,2,2,2139062143,16843009
59,290,0,1,2,9,-1,3,2,2147450879,65537
60,291,5,59,-1,-1,-1,1,3,2004318071,286331153
60,292,5,11,58,-1,-1,2,3,1465341783,353703189
60,293,1,5,9,58,-1,3,3,859255607,322114355
60,294,0,2,5,11,-1,3,3,253693727,118425359
60,295,0,1,2,5,9,4,3,16712191,8323327
61,296,6,60,-1,-1,-1,1,4,2004318071,286331153
61,297,5,6,59,-1,-1,2,4,926365495,320017171
61,298,5,6,11,58,-1,3,4,930559863,286462227
61,299,0,2,5,6,11,4,4,134156287,983071
61,300,1,5,6,9,58,4,4,524238655,50529031
62,301,0,9,-1,-1,-1,1,1,2004318071,286331153
63,302,0,9,-1,-1,-1,1,1,2004318071,286331153
64,303,0,9,-1,-1,-1,3,2,1717986918,1717986918
64,304,62,63,-1,-1,-1,1,1,2004318071,286331153
64,305,0,9,62,-1,-1,2,2,522133279,117901063
64,306,0,9,63,-1,-1,2,2,522133279,117901063
65,307,1,64,-1,-1,-1,1,3,2004318071,286331153
65,308,1,62,63,-1,-1,2,3,1465341783,353703189
65,309,0,1,9,-1,-1,4,3,2071690107,303174162
65,310,0,1,9,63,-1,3,3,863974271,20119859
65,311,0,1,9,62,-1,3,3,863974271,20119859
66,312,2,65,-1,-1,-1,1,4,2004318071,286331153
66,313,1,2,64,-1,-1,2,4,2139062143,16843009
66,314,0,1,2,9,-1,5,4,2143256511,16908546
66,315,1,2,62,63,-1,3,4,2004842367,17891601
66,316,0,1,2,9,62,4,4,1061126143,66307
66,317,0,1,2,9,63,4,4,1061126143,66307
67,318,5,66,-1,-1,-1,1,5,2004318071,286331153
67,319,2,5,65,-1,-1,2,5,2139062143,16843009
67,320,1,2,5,64,-1,3,5,2147450879,65537
67,321,1,2,5,62,63,4,5,2139062271,65793
67,322,0,1,2,5,9,6,5,2147467263,65538
68,323,61,67,-1,-1,-1,1,2,2004318071,286331153
68,324,5,61,66,-1,-1,2,6,926365495,320017171
68,325,6,60,67,-1,-1,2,6,522133279,117901063
68,326,2,5,61,65,-1,3,6,253693727,118425359
68,327,5,6,59,66,-1,4,6,324473687,355931447
68,328,5,6,59,67,-1,3,6,335483903,3604535
68,329,5,6,60,66,-1,3,6,56034135,356455743
68,330,1,2,5,61,64,4,6,16712191,8323327
68,331,5,6,11,58,66,5,6,286479703,357906295
68,332,5,6,11,58,67,4,6,286523391,14199
68,333,2,5,6,60,65,4,6,987423,125243391
68,334,2,5,6,59,65,5,6,51319583,121048895
69,335,8,68,-1,-1,-1,1,7,2004318071,286331153
69,336,8,61,67,-1,-1,2,7,1465341783,353703189
69,337,6,8,60,67,-1,3,7,863974271,20119859
69,338,5,8,61,66,-1,3,7,926889791,51577619
69,339,5,6,8,60,66,4,7,526335999,197895
69,340,5,6,8,59,67,4,7,252657535,16977679
69,341,5,6,8,59,66,5,7,526335871,16975111
69,342,2,5,8,61,65,4,7,259985407,983311
70,343,1,12,-1,-1,-1,1,2,2004318071,286331153
70,344,0,1,9,-1,-1,2,2,926365495,320017171
71,345,8,70,-1,-1,-1,1,3,2004318071,286331153
71,346,1,8,12,-1,-1,2,3,926365495,320017171
71,347,0,1,8,9,-1,3,3,524230463,50791175
72,348,1,2,-1,-1,-1,1,1,2004318071,286331153
73,349,16,72,-1,-1,-1,1,1,2004318071,286331153
73,350,1,2,16,-1,-1,2,2,2139062143,16843009
73,351,0,9,72,-1,-1,2,2,2139062143,16843009
73,352,0,1,2,9,-1,3,2,2147450879,65537
74,353,71,73,-1,-1,-1,1,2,2004318071,286331153
74,354,16,71,72,-1,-1,2,3,926365495,320017171
74,355,8,70,73,-1,-1,2,4,522133279,117901063
74,356,0,9,71,72,-1,3,4,253693727,118425359
74,357,1,2,16,71,-1,3,4,33489407,8323199
74,358,1,8,12,73,-1,3,4,335483903,3604535
74,359,8,16,70,72,-1,3,4,87491895,324997983
74,360,0,1,2,8,9,7,4,7800891,301933551
74,361,0,1,2,9,71,4,4,131071,32767
74,362,0,8,9,70,72,4,4,3343671,325006335
74,363,0,1,8,9,72,6,4,50834183,355417903
74,364,0,1,8,9,73,4,4,50855935,7999
74,365,1,2,8,16,70,4,4,1117983,118454271
74,366,1,2,8,12,16,5,4,84879151,120000431
74,367,1,8,12,16,72,4,4,320017407,3618615
75,368,5,74,-1,-1,-1,1,5,2004318071,286331153
75,369,5,71,73,-1,-1,2,5,1465341783,353703189
75,370,5,8,70,73,-1,3,5,1434408319,22348117
75,371,5,16,71,72,-1,3,5,1465866079,85263637
75,372,5,8,16,70,72,4,5,1465874431,1115413
75,373,1,5,8,12,73,4,5,858996607,16986931
75,374,1,2,5,16,71,4,5,252674047,69391
75,375,0,5,9,71,72,4,5,863974399,3342643
76,376,69,75,-1,-1,-1,1,3,2004318071,286331153
76,377,5,69,74,-1,-1,2,8,926365495,320017171
76,378,8,68,75,-1,-1,2,8,522133279,117901063
76,379,5,69,71,73,-1,3,8,930559863,286462227
76,380,8,61,67,75,-1,3,8,369038847,5701719
76,381,5,8,68,74,-1,3,8,56034135,356455743
76,382,5,16,69,71,72,4,8,257892191,84346127
76,383,5,8,61,66,74,5,8,51620795,286604095
76,384,5,8,61,66,75,4,8,51642367,14143
76,385,5,8,68,70,73,5,8,55007063,353705279
76,386,5,8,69,70,73,4,8,253714271,84215567
76,387,6,8,60,67,75,4,8,20185087,13183
76,388,5,8,68,71,73,4,8,56055639,353703231
76,389,5,8,61,67,74,4,8,53696375,286602047
77,390,3,76,-1,-1,-1,1,9,2004318071,286331153
77,391,3,69,75,-1,-1,2,9,1465341783,353703189
77,392,3,8,68,75,-1,3,9,1434408319,22348117
77,393,3,5,69,74,-1,3,9,1465866079,85263637
77,394,3,5,8,68,74,4,9,1467441151,332053
77,395,3,8,61,67,75,4,9,1431664511,17913173
77,396,3,5,69,71,73,4,9,1465341791,85267733
78,397,2,16,-1,-1,-1,1,2,2004318071,286331153
78,398,0,2,9,-1,-1,2,2,926365495,320017171
79,399,6,78,-1,-1,-1,1,3,2004318071,286331153
79,400,2,6,16,-1,-1,2,3,926365495,320017171
79,401,0,2,6,9,-1,3,3,524230463,50791175
80,402,28,65,-1,-1,-1,1,3,2004318071,286331153
80,403,1,28,64,-1,-1,2,4,2139062143,16843009
80,404,2,3,65,-1,-1,2,4,2139062143,16843009
80,405,0,1,9,28,-1,5,4,2080340991,1179666
80,406,1,28,62,63,-1,3,4,2004842367,17891601
80,407,1,2,3,64,-1,3,4,2147450879,65537
80,408,0,1,9,28,62,4,4,872382463,65587
80,409,0,1,9,28,63,4,4,872382463,65587
80,410,0,1,2,3,9,6,4,2147467263,65538
80,411,1,2,3,62,63,4,4,2139062271,65793
81,412,79,80,-1,-1,-1,1,2,2004318071,286331153
81,413,28,65,79,-1,-1,2,4,522133279,117901063
81,414,6,78,80,-1,-1,2,5,522133279,117901063
81,415,2,3,65,79,-1,3,5,33489407,8323199
81,416,1,28,64,79,-1,3,5,33489407,8323199
81,417,2,6,16,80,-1,3,5,335483903,3604535
81,418,6,28,65,78,-1,3,5,56034135,356455743
81,419,1,2,3,64,79,4,5,131071,32767
81,420,1,28,62,63,79,4,5,17956863,30591
81,421,0,1,9,28,79,6,5,1245183,31743
81,422,2,3,6,16,65,5,5,84879151,120000431
81,423,2,3,6,65,78,4,5,1117983,118454271
81,424,0,2,6,9,80,4,5,50855935,7999
81,425,1,6,28,64,78,4,5,340791,322134015
81,426,2,6,16,28,65,4,5,320017407,3618615
82,427,5,81,-1,-1,-1,1,6,2004318071,286331153
82,428,5,79,80,-1,-1,2,6,1465341783,353703189
82,429,5,6,78,80,-1,3,6,1434408319,22348117
82,430,5,28,65,79,-1,3,6,1434408319,22348117
82,431,5,6,28,65,78,4,6,1467441151,332053
82,432,2,5,6,16,80,4,6,858996607,16986931
82,433,1,5,28,64,79,4,6,859013119,78643
82,434,2,3,5,65,79,4,6,252674047,69391
83,435,2,9,-1,-1,-1,1,1,2004318071,286331153
84,436,2,18,-1,-1,-1,1,2,2004318071,286331153
84,437,1,2,9,-1,-1,2,2,2139062143,16843009
85,438,83,84,-1,-1,-1,1,2,2004318071,286331153
85,439,1,2,9,-1,-1,4,3,471604252,1027423549
85,440,2,18,83,-1,-1,2,3,522133279,117901063
85,441,2,9,18,-1,-1,3,3,454761243,454761243
85,442,2,9,84,-1,-1,2,3,522133279,117901063
85,443,1,2,9,83,-1,3,3,33489407,8323199
86,444,0,3,-1,-1,-1,1,1,2004318071,286331153
87,445,85,86,-1,-1,-1,1,3,2004318071,286331153
87,446,83,84,86,-1,-1,2,3,522133279,117901063
87,447,0,3,85,-1,-1,2,4,2139062143,16843009
87,448,2,9,84,86,-1,3,4,134154239,2031647
87,449,2,9,18,86,-1,4,4,469703679,1769499
87,450,2,18,83,86,-1,3,4,134154239,2031647
87,451,1,2,9,86,-1,5,4,1040137727,1835036
87,452,0,3,83,84,-1,3,4,2004842367,17891601
87,453,1,2,9,83,86,4,4,8388607,511
87,454,0,2,3,9,84,4,4,1600094207,66821
87,455,0,2,3,9,18,5,4,1602215935,66565
87,456,0,2,3,18,83,4,4,1600094207,66821
87,457,0,1,2,3,9,6,4,1610610687,65616
88,458,6,87,-1,-1,-1,1,5,2004318071,286331153
88,459,6,85,86,-1,-1,2,5,2139062143,16843009
88,460,0,3,6,85,-1,3,5,2147450879,65537
88,461,6,83,84,86,-1,3,5,1476351999,1376277
88,462,0,3,6,83,84,4,5,2139062271,65793
88,463,1,2,6,9,86,6,5,1071644671,268
88,464,2,6,18,83,86,4,5,864026623,307
88,465,2,6,9,18,86,5,5,935329791,291
88,466,2,6,9,84,86,4,5,864026623,307
89,467,82,88,-1,-1,-1,1,2,2004318071,286331153
89,468,6,82,87,-1,-1,2,7,926365495,320017171
89,469,5,81,88,-1,-1,2,7,522133279,117901063
89,470,6,82,85,86,-1,3,7,859255607,322114355
89,471,5,79,80,88,-1,3,7,369038847,5701719
89,472,5,6,81,87,-1,3,7,87491895,324997983
89,473,6,82,83,84,86,4,7,858994551,286470963
89,474,5,28,65,79,88,4,7,22413311,21887
89,475,0,3,6,82,85,4,7,16712191,8323327
89,476,5,6,78,80,87,5,7,22360951,288576895
89,477,5,6,78,80,88,4,7,22413311,21887
89,478,5,6,81,85,86,4,7,84215095,325017439
89,479,5,6,79,80,87,4,7,89470839,286479711
90,480,8,89,-1,-1,-1,1,8,2004318071,286331153
90,481,8,82,88,-1,-1,2,8,1465341783,353703189
90,482,5,8,81,88,-1,3,8,863974271,20119859
90,483,6,8,82,87,-1,3,8,926889791,51577619
90,484,5,6,8,81,87,4,8,524247039,328455
90,485,5,8,79,80,88,4,8,859010943,17904435
90,486,6,8,82,85,86,4,8,926891839,50529043
91,487,2,3,-1,-1,-1,1,1,2004318071,286331153
92,488,11,91,-1,-1,-1,1,1,2004318071,286331153
92,489,2,3,11,-1,-1,2,2,2139062143,16843009
92,490,1,9,91,-1,-1,2,2,2139062143,16843009
92,491,1,2,3,9,-1,3,2,2147450879,65537
93,492,1,8,-1,-1,-1,1,1,2004318071,286331153
94,493,92,93,-1,-1,-1,1,2,2004318071,286331153
94,494,11,91,93,-1,-1,2,2,522133279,117901063
94,495,1,8,92,-1,-1,2,3,522133279,117901063
94,496,1,8,9,91,-1,4,3,286986523,465247163
94,497,1,9,91,93,-1,3,3,33489407,8323199
94,498,2,3,11,93,-1,3,3,33489407,8323199
94,499,1,8,11,91,-1,3,3,287248671,125241207
94,500,1,2,3,8,9,5,3,5571159,364860927
94,501,1,2,3,9,93,4,3,131071,32767
94,502,1,2,3,8,11,4,3,5571415,356472319
95,503,0,94,-1,-1,-1,1,4,2004318071,286331153
95,504,0,92,93,-1,-1,2,4,1465341783,353703189
95,505,0,1,8,92,-1,3,4,1434408319,22348117
95,506,0,11,91,93,-1,3,4,1434408319,22348117
95,507,0,1,8,11,91,4,4,1434419071,16843093
