root_idx,cut_idx,l1_idx,l2_idx,l3_idx,l4_idx,l5_idx,vol_cut,cut_height,canon_tt_0,cannon_tt_1
27,73,4,7,26,-1,-1,2,3,522133279,117901063
27,74,1,2,23,25,-1,3,3,253693727,118425359
27,75,4,5,7,24,-1,4,3,87360821,905262581
27,76,5,7,23,24,-1,3,3,253693727,118425359
27,77,4,7,24,25,-1,3,3,287248671,125241207
27,78,1,2,4,5,7,5,3,1117967,252671999
27,79,1,2,5,7,23,4,3,131071,32767
27,80,1,2,4,7,25,4,3,987423,125243391
28,81,3,27,-1,-1,-1,1,4,2004318071,286331153
28,82,3,23,26,-1,-1,2,4,1465341783,353703189
28,83,3,4,7,26,-1,3,4,1434408319,22348117
28,84,3,23,24,25,-1,3,4,1467438967,286593301
28,85,3,4,7,24,25,4,4,1434419071,16843093
28,86,3,5,7,23,24,4,4,1434408447,5570901
28,87,3,4,5,7,24,5,4,1601699703,1115409
28,88,1,2,3,23,25,4,4,259985407,983311
29,89,4,7,-1,-1,-1,1,1,2004318071,286331153
30,90,3,29,-1,-1,-1,1,2,2004318071,286331153
30,91,3,4,7,-1,-1,2,2,2139062143,16843009
31,92,28,30,-1,-1,-1,1,3,2004318071,286331153
31,93,3,27,30,-1,-1,2,5,522133279,117901063
31,94,3,27,29,-1,-1,3,5,454761243,454761243
31,95,3,28,29,-1,-1,2,5,926365495,320017171
31,96,3,4,7,26,-1,6,5,106366551,362747295
31,97,3,23,26,29,-1,4,5,364844479,27984299
31,98,3,23,26,30,-1,3,5,369038847,5701719
31,99,3,4,7,27,-1,4,5,27984299,364844479
31,100,3,4,7,28,-1,3,5,33489407,8323199
31,101,3,4,5,7,24,8,5,6686054,1600585574
31,102,3,4,7,24,25,7,5,101058135,362782623
31,103,3,23,24,25,29,5,5,286636991,17935291
31,104,3,23,24,25,30,4,5,286654463,22391
31,105,3,4,7,26,29,5,5,22391807,1419967
31,106,3,4,7,26,30,4,5,22413311,21887
31,107,3,4,7,23,26,5,5,28027819,353703359
32,108,8,31,-1,-1,-1,1,6,2004318071,286331153
32,109,8,28,30,-1,-1,2,6,1465341783,353703189
32,110,3,8,28,29,-1,3,6,926889791,51577619
32,111,3,8,27,29,-1,4,6,935278527,19071267
32,112,3,8,27,30,-1,3,6,863974271,20119859
32,113,3,4,7,8,28,4,6,16744447,65791
32,114,3,4,7,8,27,5,6,369082367,65707
32,115,3,8,23,26,30,4,6,859010943,17904435
32,116,3,8,23,26,29,5,6,859290559,17900339
32,117,3,4,7,8,26,7,6,369074175,393303
33,118,5,8,-1,-1,-1,1,1,2004318071,286331153
34,119,4,33,-1,-1,-1,1,2,2004318071,286331153
34,120,4,5,8,-1,-1,2,2,2139062143,16843009
35,121,32,34,-1,-1,-1,1,5,2004318071,286331153
35,122,8,31,34,-1,-1,2,7,522133279,117901063
35,123,4,32,33,-1,-1,2,7,926365495,320017171
35,124,8,28,30,34,-1,3,7,369038847,5701719
35,125,4,5,8,31,-1,4,7,32571889,133629943
35,126,4,5,8,32,-1,3,7,33489407,8323199
35,127,4,8,31,33,-1,3,7,56034135,356455743
35,128,3,8,27,30,34,4,7,20185087,13183
35,129,3,8,27,29,34,5,7,19136511,14271
35,130,3,8,28,29,34,4,7,51642367,14143
35,131,4,8,28,30,33,4,7,53696375,286602047
35,132,4,5,8,28,30,5,7,32633329,117901303
36,133,22,35,-1,-1,-1,1,2,2004318071,286331153
36,134,22,32,34,-1,-1,2,7,2139062143,16843009
36,135,5,21,35,-1,-1,2,9,522133279,117901063
36,136,4,22,32,33,-1,3,9,1065303935,16974083
36,137,8,22,31,34,-1,3,9,939472895,1245203
36,138,5,19,20,35,-1,3,9,369038847,5701719
36,139,5,21,32,34,-1,3,9,536813567,458759
36,140,4,8,22,31,33,4,9,255811455,17105679
36,141,4,5,8,19,32,7,9,104333311,5023
36,142,4,5,8,21,32,5,9,30277631,5087
36,143,4,5,8,22,32,4,9,33554431,127
36,144,4,5,8,19,31,8,9,104330999,17379833
36,145,4,5,8,21,31,6,9,30274045,17641981
36,146,4,5,8,22,31,5,9,33550847,458999
36,147,8,22,28,30,34,4,9,930611199,4371
36,148,5,7,18,20,35,4,9,22413311,21887
36,149,4,5,21,32,33,4,9,67065855,1376319
36,150,4,5,8,19,35,4,9,20185087,13183
36,151,5,8,21,31,34,4,9,87556095,4959
36,152,5,19,20,32,34,4,9,369098751,87
37,153,9,36,-1,-1,-1,1,10,2004318071,286331153
37,154,9,22,35,-1,-1,2,10,1465341783,353703189
37,155,5,9,21,35,-1,3,10,863974271,20119859
37,156,9,22,32,34,-1,3,10,1431786839,357897557
37,157,5,9,21,32,34,4,10,858993535,20132659
37,158,5,9,19,20,35,4,10,859010943,17904435
37,159,8,9,22,31,34,4,10,858994495,51589939
37,160,4,9,22,32,33,4,10,859255615,53678899
38,161,4,8,-1,-1,-1,1,1,2004318071,286331153
39,162,3,38,-1,-1,-1,1,2,2004318071,286331153
39,163,3,4,8,-1,-1,2,2,2139062143,16843009
40,164,4,7,-1,-1,-1,1,1,2004318071,286331153
41,165,39,40,-1,-1,-1,1,2,2004318071,286331153
41,166,3,38,40,-1,-1,2,3,522133279,117901063
41,167,4,7,39,-1,-1,2,3,522133279,117901063
41,168,3,4,7,8,-1,4,3,54985543,490675519
41,169,3,4,8,40,-1,3,3,33489407,8323199
41,170,3,4,7,38,-1,3,3,56034135,356455743
42,171,2,41,-1,-1,-1,1,4,2004318071,286331153
42,172,2,39,40,-1,-1,2,4,1465341783,353703189
42,173,2,4,7,39,-1,3,4,1434408319,22348117
42,174,2,3,38,40,-1,3,4,1434408319,22348117
42,175,2,3,4,7,38,4,4,1467441151,332053
42,176,2,3,4,8,40,4,4,1431666687,87381
42,177,2,3,4,7,8,5,4,1475829759,331797
43,178,1,42,-1,-1,-1,1,5,2004318071,286331153
43,179,1,2,41,-1,-1,2,5,2139062143,16843009
43,180,1,2,39,40,-1,3,5,2004842367,17891601
43,181,1,2,3,38,40,4,5,2004320255,69905
43,182,1,2,4,7,39,4,5,2004320255,69905
44,183,1,2,-1,-1,-1,1,1,2004318071,286331153
45,184,7,8,-1,-1,-1,1,1,2004318071,286331153
46,185,44,45,-1,-1,-1,1,1,2004318071,286331153
46,186,7,8,44,-1,-1,2,2,2139062143,16843009
46,187,1,2,45,-1,-1,2,2,2139062143,16843009
46,188,1,2,7,8,-1,3,2,2147450879,65537
47,189,9,46,-1,-1,-1,1,3,2004318071,286331153
47,190,9,44,45,-1,-1,2,3,1465341783,353703189
47,191,1,2,9,45,-1,3,3,253693727,118425359
47,192,7,8,9,44,-1,3,3,253693727,118425359
47,193,1,2,7,8,9,4,3,131071,32767
48,194,43,47,-1,-1,-1,1,3,2004318071,286331153
48,195,9,43,46,-1,-1,2,6,2139062143,16843009
48,196,1,42,47,-1,-1,2,6,522133279,117901063
48,197,9,43,44,45,-1,3,6,2004842367,17891601
48,198,1,2,41,47,-1,3,6,33489407,8323199
48,199,1,9,42,46,-1,3,6,939472895,1245203
48,200,7,8,9,43,44,4,6,268378111,458767
48,201,1,2,9,41,45,6,6,253726623,101125647
48,202,1,2,9,42,45,5,6,257896319,17499407
48,203,1,2,9,43,45,4,6,268378111,458767
48,204,1,2,39,40,47,4,6,17956863,30591
48,205,1,9,42,44,45,4,6,926365695,1250067
48,206,1,2,9,41,46,4,6,253755391,1807
49,207,6,48,-1,-1,-1,1,7,2004318071,286331153
49,208,6,43,47,-1,-1,2,7,1465341783,353703189
49,209,1,6,42,47,-1,3,7,863974271,20119859
49,210,6,9,43,46,-1,3,7,1431786839,357897557
49,211,1,6,9,42,46,4,7,858994495,51589939
49,212,1,2,6,41,47,4,7,252674047,69391
49,213,6,9,43,44,45,4,7,1431787351,353703253
50,214,5,49,-1,-1,-1,1,8,2004318071,286331153
50,215,5,6,48,-1,-1,2,8,2139062143,16843009
50,216,5,6,43,47,-1,3,8,2004842367,17891601
50,217,5,6,9,43,46,4,8,2004318079,17895697
50,218,1,5,6,42,47,4,8,1061126143,66307
51,219,6,9,-1,-1,-1,1,1,2004318071,286331153
52,220,5,51,-1,-1,-1,1,2,2004318071,286331153
52,221,5,6,9,-1,-1,2,2,2139062143,16843009
53,222,50,52,-1,-1,-1,1,7,2004318071,286331153
53,223,5,49,52,-1,-1,2,9,522133279,117901063
53,224,5,49,51,-1,-1,3,9,454761243,454761243
53,225,5,50,51,-1,-1,2,9,926365495,320017171
53,226,5,6,48,51,-1,4,9,27984299,364844479
53,227,5,6,48,52,-1,3,9,33489407,8323199
53,228,5,6,9,48,-1,5,9,25756041,1743742959
53,229,5,6,9,49,-1,4,9,27984299,364844479
53,230,5,6,9,50,-1,3,9,33489407,8323199
53,231,5,6,9,43,46,7,9,103163430,1734829935
53,232,5,6,9,43,47,6,9,25790857,1734830063
53,233,5,6,43,47,51,5,9,17935291,286636991
53,234,5,6,43,47,52,4,9,17956863,30591
54,235,37,53,-1,-1,-1,1,2,2004318071,286331153
54,236,37,50,52,-1,-1,2,9,2139062143,16843009
54,237,9,36,53,-1,-1,2,11,522133279,117901063
54,238,5,37,50,51,-1,3,11,1065303935,16974083
54,239,5,37,49,51,-1,4,11,935278527,19071267
54,240,5,37,49,52,-1,3,11,939472895,1245203
54,241,9,22,35,53,-1,3,11,369038847,5701719
54,242,9,36,50,52,-1,3,11,536813567,458759
54,243,5,6,9,36,50,5,11,32636927,2039
54,244,5,6,9,37,50,4,11,33554431,127
54,245,5,6,9,36,49,6,11,32615419,22088699
54,246,5,6,9,37,49,5,11,33532927,1376447
54,247,5,6,9,36,48,7,11,32606713,108400382
54,248,5,6,9,37,48,6,11,33524223,6750447
54,249,5,6,37,48,52,4,11,253755391,1807
54,250,5,6,37,48,51,5,11,253734847,17107727
54,251,5,9,36,50,51,4,11,67065855,1376319
54,252,9,22,32,34,53,4,11,357957631,21847
54,253,5,9,36,49,51,5,11,56077311,1387071
54,254,5,9,21,35,53,4,11,20185087,13183
54,255,5,9,36,49,52,4,11,56098815,5439
54,256,9,22,35,50,52,4,11,369098751,87
55,257,10,54,-1,-1,-1,1,12,2004318071,286331153
55,258,10,37,53,-1,-1,2,12,1465341783,353703189
55,259,9,10,36,53,-1,3,12,863974271,20119859
55,260,10,37,50,52,-1,3,12,1431786839,357897557
55,261,9,10,36,50,52,4,12,858993535,20132659
55,262,9,10,22,35,53,4,12,859010943,17904435
55,263,5,10,37,49,52,4,12,858994495,51589939
55,264,5,10,37,49,51,5,12,859257663,51585843
55,265,5,10,37,50,51,4,12,859255615,53678899
56,266,2,3,-1,-1,-1,1,1,2004318071,286331153
57,267,2,3,-1,-1,-1,1,1,2004318071,286331153
58,268,2,3,-1,-1,-1,3,2,1717986918,1717986918
58,269,56,57,-1,-1,-1,1,1,2004318071,286331153
58,270,2,3,56,-1,-1,2,2,522133279,117901063
58,271,2,3,57,-1,-1,2,2,522133279,117901063
59,272,9,58,-1,-1,-1,1,3,2004318071,286331153
59,273,9,56,57,-1,-1,2,3,1465341783,353703189
59,274,2,3,9,-1,-1,4,3,1869573999,101058054
59,275,2,3,9,57,-1,3,3,259985279,17760527
59,276,2,3,9,56,-1,3,3,259985279,17760527
60,277,8,59,-1,-1,-1,1,4,2004318071,286331153
60,278,8,9,58,-1,-1,2,4,2139062143,16843009
60,279,2,3,8,9,-1,5,4,1879011327,393222
60,280,8,9,56,57,-1,3,4,2004842367,17891601
60,281,2,3,8,9,56,4,4,268402687,65551
60,282,2,3,8,9,57,4,4,268402687,65551
61,283,10,60,-1,-1,-1,1,5,2004318071,286331153
61,284,8,10,59,-1,-1,2,5,926365495,320017171
61,285,8,9,10,58,-1,3,5,253693727,118425359
61,286,8,9,10,56,57,4,5,253697823,117901071
61,287,2,3,8,9,10,6,5,458751,28671
62,288,7,61,-1,-1,-1,1,6,2004318071,286331153
62,289,7,10,60,-1,-1,2,6,1465341783,353703189
62,290,7,8,10,59,-1,3,6,1465866079,85263637
62,291,7,8,9,10,58,4,6,1434408447,5570901
63,292,9,10,-1,-1,-1,1,1,2004318071,286331153
64,293,8,63,-1,-1,-1,1,2,2004318071,286331153
64,294,8,9,10,-1,-1,2,2,2139062143,16843009
65,295,62,64,-1,-1,-1,1,5,2004318071,286331153
65,296,7,61,64,-1,-1,2,7,522133279,117901063
65,297,8,62,63,-1,-1,2,7,926365495,320017171
65,298,7,10,60,64,-1,3,7,369038847,5701719
65,299,8,9,10,62,-1,3,7,33489407,8323199
65,300,7,8,61,63,-1,3,7,87491895,324997983
65,301,7,8,9,10,58,7,7,5718103,368907775
65,302,7,8,9,10,59,6,7,5719127,366810623
65,303,7,8,10,59,63,5,7,85315037,286481759
65,304,7,8,10,59,64,4,7,85327871,22367
65,305,7,8,10,60,63,4,7,89470839,286479711
65,306,7,8,9,10,60,5,7,5723479,357897727
65,307,7,8,9,10,61,4,7,218455,357908479
66,308,6,65,-1,-1,-1,1,8,2004318071,286331153
66,309,6,62,64,-1,-1,2,8,1465341783,353703189
66,310,6,8,62,63,-1,3,8,1465866079,85263637
66,311,6,7,61,64,-1,3,8,1434408319,22348117
66,312,6,7,8,61,63,4,8,1465874431,1115413
66,313,6,8,9,10,62,4,8,1431666687,87381
66,314,6,7,10,60,64,4,8,1431664511,17913173
67,315,6,10,-1,-1,-1,1,1,2004318071,286331153
68,316,7,67,-1,-1,-1,1,2,2004318071,286331153
68,317,6,7,10,-1,-1,2,2,2139062143,16843009
69,318,66,68,-1,-1,-1,1,7,2004318071,286331153
69,319,6,65,68,-1,-1,2,9,522133279,117901063
69,320,7,66,67,-1,-1,2,9,926365495,320017171
69,321,6,62,64,68,-1,3,9,369038847,5701719
69,322,6,7,10,65,-1,4,9,27984299,364844479
69,323,6,7,10,66,-1,3,9,33489407,8323199
69,324,6,7,65,67,-1,3,9,87491895,324997983
69,325,6,7,10,60,64,7,9,103198382,353738143
69,326,6,7,10,61,64,6,9,25799595,353738175
69,327,6,7,61,64,67,5,9,22400477,286479839
69,328,6,7,61,64,68,4,9,22413311,21887
69,329,6,8,62,63,68,4,9,85327871,22367
69,330,6,7,62,64,67,4,9,89470839,286479711
69,331,6,7,10,62,64,5,9,28027819,353703359
70,332,55,69,-1,-1,-1,1,4,2004318071,286331153
70,333,55,66,68,-1,-1,2,11,2139062143,16843009
70,334,10,54,69,-1,-1,2,13,522133279,117901063
70,335,7,55,66,67,-1,3,13,1065303935,16974083
70,336,6,55,65,68,-1,3,13,939472895,1245203
70,337,10,37,53,69,-1,3,13,369038847,5701719
70,338,10,54,66,68,-1,3,13,536813567,458759
70,339,6,7,55,65,67,4,13,257900415,16975119
70,340,6,7,10,54,66,5,13,32636927,2039
70,341,6,7,10,55,66,4,13,33554431,127
70,342,6,7,10,54,65,6,13,32615419,22088699
70,343,6,7,10,55,65,5,13,33532927,1376447
70,344,6,55,62,64,68,4,13,930611199,4371
70,345,10,37,50,52,69,4,13,357957631,21847
70,346,7,10,54,66,67,4,13,67065855,1376319
70,347,9,10,36,53,69,4,13,20185087,13183
70,348,6,10,54,65,68,4,13,56098815,5439
70,349,10,37,53,66,68,4,13,369098751,87
71,350,4,9,-1,-1,-1,1,1,2004318071,286331153
72,351,2,7,-1,-1,-1,1,1,2004318071,286331153
73,352,71,72,-1,-1,-1,1,1,2004318071,286331153
73,353,2,7,71,-1,-1,2,2,522133279,117901063
73,354,4,9,72,-1,-1,2,2,522133279,117901063
73,355,2,4,7,9,-1,3,2,87491895,324997983
74,356,1,73,-1,-1,-1,1,3,2004318071,286331153
74,357,1,71,72,-1,-1,2,3,1465341783,353703189
74,358,1,4,9,72,-1,3,3,1434408319,22348117
74,359,1,2,7,71,-1,3,3,1434408319,22348117
74,360,1,2,4,7,9,4,3,1465874431,1115413
75,361,1,2,-1,-1,-1,1,1,2004318071,286331153
76,362,0,75,-1,-1,-1,1,2,2004318071,286331153
76,363,0,1,2,-1,-1,2,2,2139062143,16843009
77,364,0,2,-1,-1,-1,1,1,2004318071,286331153
78,365,76,77,-1,-1,-1,1,2,2004318071,286331153
78,366,0,1,2,-1,-1,4,3,437918234,1532713819
78,367,0,75,77,-1,-1,2,3,522133279,117901063
78,368,0,2,75,-1,-1,3,3,454761243,454761243
78,369,0,2,76,-1,-1,2,3,522133279,117901063
78,370,0,1,2,77,-1,3,3,33489407,8323199
79,371,7,78,-1,-1,-1,1,4,2004318071,286331153
79,372,7,76,77,-1,-1,2,4,1465341783,353703189
79,373,0,2,7,76,-1,3,4,259985279,17760527
79,374,0,2,7,75,-1,4,4,532619199,17498379
79,375,0,7,75,77,-1,3,4,863974271,20119859
79,376,0,1,2,7,-1,5,4,1543461887,1703962
79,377,0,1,2,7,77,4,4,16744447,65791
80,378,4,79,-1,-1,-1,1,5,2004318071,286331153
80,379,4,7,78,-1,-1,2,5,2139062143,16843009
80,380,4,7,76,77,-1,3,5,2004842367,17891601
80,381,0,1,2,4,7,6,5,1543503871,26
80,382,0,4,7,75,77,4,5,1061126143,66307
80,383,0,2,4,7,75,5,5,536854527,65547
80,384,0,2,4,7,76,4,5,268402687,65551
81,385,8,9,-1,-1,-1,1,1,2004318071,286331153
82,386,80,81,-1,-1,-1,1,5,2004318071,286331153
82,387,4,79,81,-1,-1,2,6,522133279,117901063
82,388,8,9,80,-1,-1,2,6,522133279,117901063
82,389,4,7,78,81,-1,3,6,33489407,8323199
82,390,4,8,9,79,-1,3,6,56034135,356455743
82,391,4,7,76,77,81,4,6,17956863,30591
82,392,4,7,8,9,78,4,6,987423,125243391
83,393,74,82,-1,-1,-1,1,4,2004318071,286331153
83,394,74,80,81,-1,-1,2,6,2139062143,16843009
83,395,1,73,82,-1,-1,2,7,522133279,117901063
83,396,8,9,74,80,-1,3,7,536813567,458759
83,397,4,74,79,81,-1,3,7,939472895,1245203
83,398,1,71,72,82,-1,3,7,369038847,5701719
83,399,1,73,80,81,-1,3,7,536813567,458759
83,400,4,8,9,74,79,4,7,67065855,1376319
83,401,4,7,74,78,81,4,7,253755391,1807
83,402,1,2,7,71,82,4,7,22413311,21887
83,403,1,8,9,73,80,4,7,56098815,5439
83,404,1,4,9,72,82,4,7,22413311,21887
83,405,1,4,73,79,81,4,7,87556095,4959
83,406,1,71,72,80,81,4,7,369098751,87
84,407,6,83,-1,-1,-1,1,8,2004318071,286331153
84,408,6,74,82,-1,-1,2,8,1465341783,353703189
84,409,1,6,73,82,-1,3,8,863974271,20119859
84,410,6,74,80,81,-1,3,8,1431786839,357897557
84,411,1,6,73,80,81,4,8,858993535,20132659
84,412,1,6,71,72,82,4,8,859010943,17904435
84,413,4,6,74,79,81,4,8,858994495,51589939
84,414,6,8,9,74,80,4,8,1431655807,22369621
85,415,3,4,-1,-1,-1,1,1,2004318071,286331153
86,416,7,85,-1,-1,-1,1,2,2004318071,286331153
86,417,3,4,7,-1,-1,2,2,522133279,117901063
87,418,9,86,-1,-1,-1,1,3,2004318071,286331153
87,419,7,9,85,-1,-1,2,3,2139062143,16843009
87,420,3,4,7,9,-1,3,3,536813567,458759
88,421,8,87,-1,-1,-1,1,4,2004318071,286331153
88,422,8,9,86,-1,-1,2,4,2139062143,16843009
88,423,7,8,9,85,-1,3,4,2147450879,65537
88,424,3,4,7,8,9,4,4,536870911,7
89,425,7,9,-1,-1,-1,1,1,2004318071,286331153
90,426,88,89,-1,-1,-1,1,4,2004318071,286331153
90,427,8,87,89,-1,-1,2,5,522133279,117901063
90,428,7,9,88,-1,-1,2,5,522133279,117901063
90,429,7,8,9,85,-1,5,5,86312229,1532975967
90,430,7,8,9,86,-1,4,5,87360821,905262581
90,431,8,9,86,89,-1,3,5,33489407,8323199
90,432,7,8,9,87,-1,3,5,87491895,324997983
90,433,3,4,7,8,9,6,5,520432,252703231
90,434,7,8,9,85,89,4,5,131071,32767
91,435,84,90,-1,-1,-1,1,4,2004318071,286331153
91,436,84,88,89,-1,-1,2,8,2139062143,16843009
91,437,6,83,90,-1,-1,2,9,522133279,117901063
91,438,7,9,84,88,-1,3,9,536813567,458759
91,439,8,84,87,89,-1,3,9,939472895,1245203
91,440,6,74,82,90,-1,3,9,369038847,5701719
91,441,6,83,88,89,-1,3,9,536813567,458759
91,442,7,8,9,84,87,4,9,100612095,1245279
91,443,8,9,84,86,89,4,9,253755391,1807
91,444,7,8,9,84,86,5,9,100611583,3473653
91,445,7,8,9,84,85,6,9,100607487,5963871
91,446,6,74,80,81,90,4,9,357957631,21847
91,447,6,7,9,83,88,4,9,56098815,5439
91,448,1,6,73,82,90,4,9,20185087,13183
91,449,6,8,83,87,89,4,9,87556095,4959
91,450,6,74,82,88,89,4,9,369098751,87
92,451,5,91,-1,-1,-1,1,10,2004318071,286331153
92,452,5,84,90,-1,-1,2,10,1465341783,353703189
92,453,5,6,83,90,-1,3,10,1434408319,22348117
92,454,5,84,88,89,-1,3,10,1431786839,357897557
92,455,5,6,83,88,89,4,10,1431655807,22369621
92,456,5,6,74,82,90,4,10,1431664511,17913173
92,457,5,8,84,87,89,4,10,1431656287,85284181
92,458,5,7,9,84,88,4,10,1431655807,22369621
93,459,8,9,-1,-1,-1,1,1,2004318071,286331153
94,460,4,93,-1,-1,-1,1,2,2004318071,286331153
94,461,4,8,9,-1,-1,2,2,2139062143,16843009
95,462,6,7,-1,-1,-1,1,1,2004318071,286331153
96,463,4,95,-1,-1,-1,1,2,2004318071,286331153
96,464,4,6,7,-1,-1,2,2,2139062143,16843009
97,465,94,96,-1,-1,-1,1,1,2004318071,286331153
97,466,4,94,95,-1,-1,2,3,926365495,320017171
97,467,4,93,95,-1,-1,3,3,454761243,454761243
97,468,4,93,96,-1,-1,2,3,522133279,117901063
97,469,4,6,7,93,-1,4,3,27984299,364844479
97,470,4,6,7,94,-1,3,3,33489407,8323199
97,471,4,8,9,95,-1,4,3,27984299,364844479
97,472,4,8,9,96,-1,3,3,33489407,8323199
97,473,4,6,7,8,9,5,3,16843179,364887999
98,474,2,97,-1,-1,-1,1,4,2004318071,286331153
98,475,2,94,96,-1,-1,2,4,1465341783,353703189
98,476,2,4,93,96,-1,3,4,1434408319,22348117
98,477,2,4,93,95,-1,4,4,1474254815,21299525
98,478,2,4,94,95,-1,3,4,1465866079,85263637
98,479,2,4,8,9,96,4,4,1431666687,87381
98,480,2,4,8,9,95,5,4,1467473919,83013
98,481,2,4,6,7,94,4,4,1431666687,87381
98,482,2,4,6,7,93,5,4,1467473919,83013
99,483,1,98,-1,-1,-1,1,5,2004318071,286331153
99,484,1,2,97,-1,-1,2,5,2139062143,16843009
99,485,1,2,94,96,-1,3,5,2004842367,17891601
99,486,1,2,4,94,95,4,5,2004842495,1114385
99,487,1,2,4,93,95,5,5,2004875263,69649
99,488,1,2,4,93,96,4,5,2004320255,69905
100,489,7,9,-1,-1,-1,1,1,2004318071,286331153
101,490,38,100,-1,-1,-1,1,1,2004318071,286331153
101,491,7,9,38,-1,-1,2,2,2139062143,16843009
101,492,4,8,100,-1,-1,2,2,2139062143,16843009
101,493,4,7,8,9,-1,3,2,2147450879,65537
102,494,99,101,-1,-1,-1,1,4,2004318071,286331153
102,495,1,98,101,-1,-1,2,6,522133279,117901063
102,496,38,99,100,-1,-1,2,5,926365495,320017171
102,497,4,8,99,100,-1,3,6,253693727,118425359
102,498,1,2,97,101,-1,3,6,33489407,8323199
102,499,7,9,38,99,-1,3,6,33489407,8323199
102,500,1,38,98,100,-1,3,6,87491895,324997983
102,501,4,7,8,9,99,4,6,131071,32767
102,502,1,2,94,96,101,4,6,17956863,30591
102,503,1,4,8,98,100,4,6,5571415,356472319
102,504,1,2,38,97,100,4,6,1117983,118454271
102,505,1,7,9,38,98,4,6,218455,357908479
