node_idx,type,node_inv,num_fo,lvl,rev_lvl,c1_idx,c2_idx
91,1,0,1,9,7,84,90
92,1,1,1,10,6,5,91
93,1,1,1,1,15,8,9
94,1,0,1,2,14,4,93
95,1,1,2,1,15,6,7
96,1,1,1,2,14,4,95
97,1,0,1,3,13,94,96
98,1,0,1,4,12,2,97
99,1,0,1,5,11,1,98
100,1,0,1,1,15,7,9
101,1,0,1,2,14,38,100
102,1,1,1,6,10,99,101
103,1,0,1,7,9,3,102
104,1,0,1,2,14,4,81
105,1,0,1,1,15,7,9
106,1,1,1,3,13,104,105
107,1,0,1,4,12,6,106
108,1,1,1,8,8,103,107
109,1,0,1,9,7,5,108
110,1,0,1,2,14,4,81
111,1,1,1,3,13,89,110
112,1,0,1,4,12,6,111
113,1,1,1,10,6,109,112
114,1,0,1,11,5,92,113
115,1,1,1,12,4,10,114
116,1,0,2,1,15,6,9
117,1,0,2,2,14,4,116
118,1,0,3,1,15,5,6
119,1,0,1,2,14,3,118
120,1,1,1,3,13,117,119
121,1,0,1,4,12,2,120
122,1,0,2,2,14,1,118
123,1,1,1,3,13,117,122
124,1,0,1,4,12,3,123
125,1,0,2,1,15,2,3
126,1,0,1,2,14,4,116
127,1,0,1,3,13,125,126
128,1,1,1,4,12,10,127
129,1,1,1,5,11,124,128
130,1,1,1,6,10,121,129
131,1,0,1,7,9,7,130
132,1,1,1,8,8,67,131
133,1,0,1,9,7,8,132
134,1,0,1,1,15,6,10
135,1,0,1,2,14,7,134
136,1,0,1,3,13,81,135
137,1,1,1,10,6,133,136
138,2,0,0,13,3,115,137
139,1,0,1,1,15,4,6
140,1,0,1,1,15,0,3
141,1,0,1,2,14,139,140
142,1,0,1,1,15,4,5
143,1,0,1,2,14,3,142
144,1,1,1,3,13,141,143
145,1,0,1,4,12,1,144
146,1,1,1,1,15,4,6
147,1,0,2,1,15,0,1
148,1,0,1,2,14,4,147
149,1,0,1,3,13,3,148
150,1,0,1,4,12,146,149
151,1,1,1,5,11,5,150
152,1,0,1,6,10,145,151
153,1,0,1,7,9,2,152
154,1,0,1,1,15,3,6
155,1,0,1,2,14,2,154
156,1,0,1,1,15,3,5
157,1,1,1,3,13,155,156
158,1,0,1,4,12,4,157
159,1,1,1,8,8,153,158
160,1,0,1,9,7,7,159
161,1,0,2,1,15,5,6
162,1,0,1,2,14,2,161
163,1,1,1,3,13,122,162
164,1,0,1,4,12,4,163
165,1,0,1,5,11,3,164
166,1,0,1,2,14,5,85
167,1,0,1,3,13,6,166
168,1,1,1,6,10,165,167
169,1,1,1,10,6,160,168
170,1,0,1,11,5,8,169
171,1,0,2,1,15,6,7
172,1,0,1,2,14,3,171
173,1,0,2,1,15,6,7
174,1,0,1,2,14,2,173
175,1,1,1,3,13,172,174
176,1,0,1,4,12,5,175
177,1,0,1,5,11,4,176
178,1,0,1,1,15,4,5
179,1,0,1,2,14,7,178
180,1,0,1,3,13,6,179
181,1,1,1,6,10,177,180
182,1,1,1,12,4,170,181
183,1,0,1,13,3,9,182
184,1,0,2,1,15,4,6
185,1,0,1,2,14,25,184
186,1,1,1,3,13,171,185
187,1,0,1,4,12,8,186
188,1,1,1,14,2,183,187
189,1,0,1,15,1,10,188
190,1,0,1,1,15,8,10
191,1,0,1,1,15,8,9
192,1,0,1,2,14,5,191
193,1,1,1,3,13,190,192
194,1,0,1,4,12,7,193
195,1,0,1,5,11,6,194
196,1,0,3,1,15,5,7
197,1,0,1,2,14,8,196
198,1,1,1,3,13,10,197
199,1,0,1,4,12,9,198
200,1,1,1,6,10,195,199
201,2,1,0,16,0,189,200
202,1,0,1,1,15,6,7
203,1,0,1,2,14,2,202
204,1,0,1,2,14,5,20
205,1,0,1,3,13,203,204
206,1,1,1,2,14,5,12
207,1,1,1,3,13,95,206
208,1,0,1,4,12,205,207
209,1,1,1,5,11,9,208
210,1,1,1,6,10,10,209
211,2,1,0,7,9,3,210
212,1,0,4,1,15,5,6
213,1,0,1,1,15,4,7
214,1,0,1,2,14,212,213
215,1,1,1,1,15,5,6
216,1,0,1,2,14,147,215
217,1,1,1,3,13,214,216
218,1,0,1,4,12,3,217
219,1,0,1,5,11,2,218
220,1,1,1,2,14,4,173
221,1,1,1,2,14,7,118
222,1,0,1,3,13,3,221
223,1,0,1,2,14,7,212
224,1,1,1,2,14,6,75
225,1,0,1,3,13,5,224
226,1,1,1,4,12,9,225
227,1,1,1,5,11,223,226
228,1,1,1,6,10,222,227
229,1,0,1,7,9,220,228
230,1,0,1,8,8,219,229
231,1,1,1,9,7,8,230
232,1,0,1,1,15,3,8
233,1,1,1,2,14,57,232
234,1,0,1,3,13,6,233
235,1,0,1,4,12,5,234
236,1,0,1,5,11,7,235
237,1,0,1,6,10,9,236
238,1,0,1,7,9,4,237
239,1,0,1,2,14,7,212
240,1,0,1,3,13,9,239
241,1,1,1,8,8,238,240
242,1,0,1,10,6,231,241
243,2,1,0,11,5,10,242
244,1,0,1,1,15,6,8
245,1,0,1,2,14,196,244
246,1,0,1,1,15,1,3
247,1,0,1,2,14,0,246
248,1,1,1,1,15,5,7
249,1,1,1,2,14,8,248
250,1,0,1,3,13,247,249
251,1,1,1,4,12,245,250
252,1,0,1,5,11,2,251
253,1,0,1,2,14,8,196
254,1,0,1,1,15,3,6
255,1,0,1,3,13,253,254
256,1,1,1,6,10,252,255
257,1,0,1,7,9,4,256
258,1,0,1,2,14,125,184
259,1,0,1,3,13,5,258
260,1,1,1,4,12,161,259
261,1,0,1,5,11,7,260
262,1,0,1,6,10,8,261
263,1,1,1,1,15,9,10
264,1,1,1,7,9,262,263
265,2,1,0,8,8,257,264
266,1,0,1,2,14,2,85
267,1,0,1,3,13,212,266
268,1,1,1,4,12,9,267
269,1,1,1,5,11,10,268
270,2,1,0,6,10,45,269
