node_idx,node_inv,num_fo,lvl,rev_lvl,c1_lvl,c1_fo,c1_inv,c2_lvl,c2_fo,c2_inv
75,0,1,4,6,0.0,41.0,0.0,3.0,3.0,0.0
76,0,1,5,5,0.0,47.0,0.0,4.0,1.0,0.0
77,0,0,6,4,5.0,1.0,1.0,5.0,1.0,0.0
78,1,3,2,8,0.0,41.0,0.0,1.0,8.0,0.0
79,0,2,3,7,1.0,4.0,1.0,2.0,3.0,1.0
80,0,1,3,7,1.0,4.0,1.0,2.0,2.0,1.0
81,0,3,3,7,0.0,23.0,0.0,2.0,4.0,1.0
82,1,1,4,6,3.0,1.0,0.0,3.0,3.0,0.0
83,0,1,5,5,0.0,41.0,0.0,4.0,1.0,1.0
84,1,1,6,4,3.0,2.0,0.0,5.0,1.0,0.0
85,0,1,7,3,0.0,47.0,0.0,6.0,1.0,1.0
86,0,1,1,9,0.0,47.0,0.0,0.0,15.0,0.0
87,0,1,2,8,0.0,8.0,0.0,1.0,1.0,0.0
88,1,0,8,2,7.0,1.0,0.0,2.0,1.0,0.0
89,1,1,1,9,0.0,41.0,0.0,0.0,47.0,0.0
90,0,1,5,5,4.0,3.0,1.0,1.0,1.0,1.0
91,0,1,5,5,0.0,41.0,0.0,4.0,2.0,0.0
92,1,1,6,4,2.0,2.0,0.0,5.0,1.0,0.0
93,0,1,7,3,0.0,47.0,0.0,6.0,1.0,1.0
94,1,0,8,2,5.0,1.0,0.0,7.0,1.0,0.0
95,1,1,3,7,0.0,23.0,0.0,2.0,4.0,0.0
96,0,2,4,6,0.0,23.0,0.0,3.0,1.0,1.0
97,0,2,5,5,0.0,41.0,0.0,4.0,2.0,0.0
98,0,1,1,9,0.0,41.0,0.0,0.0,47.0,0.0
99,0,1,6,4,5.0,2.0,0.0,1.0,1.0,0.0
100,0,1,1,9,0.0,41.0,0.0,0.0,47.0,0.0
101,0,1,3,7,2.0,4.0,0.0,1.0,1.0,0.0
102,1,0,7,3,6.0,1.0,0.0,3.0,1.0,0.0
103,0,1,6,4,2.0,3.0,1.0,5.0,2.0,0.0
104,1,1,7,3,0.0,47.0,0.0,6.0,1.0,0.0
105,0,0,8,2,5.0,2.0,0.0,7.0,1.0,1.0
106,1,2,4,6,1.0,2.0,0.0,3.0,3.0,0.0
107,0,1,5,5,0.0,41.0,0.0,4.0,2.0,1.0
108,1,1,4,6,0.0,47.0,0.0,3.0,2.0,0.0
109,1,1,6,4,5.0,1.0,0.0,4.0,1.0,1.0
110,0,0,7,3,3.0,2.0,0.0,6.0,1.0,1.0
111,0,1,3,7,0.0,23.0,0.0,2.0,4.0,1.0
112,1,2,4,6,0.0,23.0,0.0,3.0,1.0,0.0
113,0,1,5,5,0.0,41.0,0.0,4.0,2.0,1.0
114,1,1,6,4,0.0,41.0,0.0,5.0,1.0,0.0
115,0,1,7,3,0.0,47.0,0.0,6.0,1.0,1.0
116,1,0,8,2,0.0,47.0,0.0,7.0,1.0,0.0
117,0,1,5,5,0.0,41.0,0.0,4.0,2.0,1.0
118,1,1,6,4,3.0,2.0,0.0,5.0,1.0,0.0
119,0,1,7,3,0.0,47.0,0.0,6.0,1.0,1.0
120,0,1,1,9,0.0,41.0,0.0,0.0,8.0,0.0
121,0,1,3,7,0.0,41.0,0.0,2.0,3.0,0.0
122,1,1,4,6,1.0,1.0,0.0,3.0,1.0,0.0
123,0,1,5,5,0.0,47.0,0.0,4.0,1.0,1.0
124,1,0,8,2,7.0,1.0,0.0,5.0,1.0,0.0
125,0,1,4,6,0.0,23.0,0.0,3.0,3.0,0.0
126,0,1,5,5,0.0,47.0,0.0,4.0,1.0,0.0
127,0,0,6,4,0.0,47.0,0.0,5.0,1.0,0.0
128,0,1,5,5,0.0,47.0,0.0,4.0,2.0,1.0
129,0,0,6,4,0.0,47.0,0.0,5.0,1.0,0.0
130,1,1,3,7,0.0,23.0,0.0,2.0,3.0,0.0
131,0,2,4,6,0.0,23.0,0.0,3.0,1.0,1.0
132,1,1,5,5,0.0,41.0,0.0,4.0,2.0,0.0
133,0,1,6,4,0.0,41.0,0.0,5.0,1.0,1.0
134,0,1,7,3,0.0,47.0,0.0,6.0,1.0,0.0
135,0,0,8,2,0.0,47.0,0.0,7.0,1.0,0.0
136,0,2,4,6,0.0,23.0,0.0,3.0,3.0,0.0
137,1,2,5,5,0.0,41.0,0.0,4.0,2.0,0.0
138,0,1,6,4,0.0,41.0,0.0,5.0,2.0,1.0
139,0,1,7,3,0.0,47.0,0.0,6.0,1.0,0.0
140,0,0,8,2,0.0,47.0,0.0,7.0,1.0,0.0
141,0,1,5,5,0.0,41.0,0.0,4.0,2.0,0.0
142,0,1,6,4,0.0,41.0,0.0,5.0,1.0,0.0
143,0,1,7,3,0.0,47.0,0.0,6.0,1.0,0.0
144,0,0,8,2,0.0,47.0,0.0,7.0,1.0,0.0
145,0,1,5,5,0.0,41.0,0.0,4.0,2.0,0.0
146,0,1,6,4,0.0,41.0,0.0,5.0,1.0,0.0
147,0,1,7,3,0.0,47.0,0.0,6.0,1.0,0.0
148,0,0,8,2,0.0,47.0,0.0,7.0,1.0,0.0
149,0,1,3,7,0.0,47.0,0.0,2.0,4.0,1.0
150,0,0,4,6,0.0,47.0,0.0,3.0,1.0,0.0
151,0,2,1,9,0.0,23.0,0.0,0.0,41.0,0.0
152,0,1,4,6,3.0,2.0,1.0,1.0,2.0,0.0
153,0,1,4,6,1.0,2.0,0.0,3.0,3.0,0.0
154,1,1,5,5,0.0,47.0,0.0,4.0,1.0,0.0
155,1,1,6,4,4.0,1.0,0.0,5.0,1.0,1.0
156,0,1,4,6,0.0,41.0,0.0,3.0,2.0,0.0
157,0,1,5,5,2.0,3.0,1.0,4.0,1.0,0.0
158,0,2,6,4,0.0,47.0,0.0,5.0,1.0,0.0
159,0,0,7,3,6.0,1.0,1.0,6.0,2.0,0.0
160,0,1,2,8,0.0,4.0,0.0,1.0,8.0,0.0
161,1,1,3,7,0.0,5.0,0.0,2.0,1.0,0.0
162,0,1,4,6,0.0,5.0,0.0,3.0,1.0,1.0
163,0,1,5,5,0.0,23.0,0.0,4.0,1.0,0.0
164,0,1,6,4,0.0,23.0,0.0,5.0,1.0,0.0
165,0,1,7,3,0.0,41.0,0.0,6.0,1.0,0.0
166,0,1,8,2,5.0,2.0,1.0,7.0,1.0,0.0
167,1,1,9,1,0.0,47.0,0.0,8.0,1.0,0.0
168,0,0,10,0,0.0,47.0,0.0,9.0,1.0,1.0
169,0,1,6,4,5.0,2.0,1.0,1.0,2.0,0.0
170,1,1,7,3,0.0,47.0,0.0,6.0,1.0,0.0
171,0,0,8,2,6.0,2.0,0.0,7.0,1.0,1.0
172,1,1,5,5,0.0,41.0,0.0,4.0,2.0,0.0
173,0,1,5,5,0.0,41.0,0.0,4.0,3.0,0.0
174,0,1,6,4,5.0,1.0,1.0,5.0,1.0,0.0
175,1,1,7,3,0.0,47.0,0.0,6.0,1.0,0.0
176,0,0,8,2,0.0,47.0,0.0,7.0,1.0,1.0
177,1,1,5,5,0.0,41.0,0.0,4.0,3.0,0.0
178,0,1,6,4,0.0,41.0,0.0,5.0,1.0,1.0
179,1,1,7,3,0.0,47.0,0.0,6.0,1.0,0.0
180,0,0,8,2,0.0,47.0,0.0,7.0,1.0,1.0
