node_idx,type,node_inv,num_fo,lvl,rev_lvl,c1_idx,c2_idx
69,1,0,1,5,5,2,68
70,2,0,0,10,0,66,69
71,1,0,1,1,9,3,6
72,1,1,1,3,7,56,71
73,1,0,1,4,6,1,72
74,1,1,1,5,5,2,73
75,1,0,1,4,6,1,26
76,1,0,1,5,5,2,75
77,2,0,0,6,4,74,76
78,1,1,3,2,8,1,8
79,1,0,2,3,7,16,78
80,1,0,1,3,7,16,22
81,1,0,3,3,7,0,30
82,1,1,1,4,6,80,81
83,1,0,1,5,5,1,82
84,1,1,1,6,4,79,83
85,1,0,1,7,3,2,84
86,1,0,1,1,9,2,3
87,1,0,1,2,8,4,86
88,2,1,0,8,2,85,87
89,1,1,1,1,9,1,2
90,1,0,1,5,5,24,89
91,1,0,1,5,5,1,46
92,1,1,1,6,4,9,91
93,1,0,1,7,3,2,92
94,2,1,0,8,2,90,93
95,1,1,1,3,7,0,25
96,1,0,2,4,6,0,95
97,1,0,2,5,5,1,96
98,1,0,1,1,9,1,2
99,1,0,1,6,4,97,98
100,1,0,1,1,9,1,2
101,1,0,1,3,7,17,100
102,2,1,0,7,3,99,101
103,1,0,1,6,4,78,97
104,1,1,1,7,3,2,103
105,2,0,0,8,2,33,104
106,1,1,2,4,6,52,81
107,1,0,1,5,5,1,106
108,1,1,1,4,6,2,79
109,1,1,1,6,4,107,108
110,2,0,0,7,3,50,109
111,1,0,1,3,7,0,30
112,1,1,2,4,6,0,111
113,1,0,1,5,5,1,112
114,1,1,1,6,4,1,113
115,1,0,1,7,3,2,114
116,2,1,0,8,2,2,115
117,1,0,1,5,5,1,106
118,1,1,1,6,4,31,117
119,1,0,1,7,3,2,118
120,1,0,1,1,9,1,4
121,1,0,1,3,7,1,36
122,1,1,1,4,6,120,121
123,1,0,1,5,5,2,122
124,2,1,0,8,2,119,123
125,1,0,1,4,6,0,81
126,1,0,1,5,5,2,125
127,2,0,0,6,4,2,126
128,1,0,1,5,5,2,112
129,2,0,0,6,4,2,128
130,1,1,1,3,7,0,36
131,1,0,2,4,6,0,130
132,1,1,1,5,5,1,131
133,1,0,1,6,4,1,132
134,1,0,1,7,3,2,133
135,2,0,0,8,2,2,134
136,1,0,2,4,6,0,37
137,1,1,2,5,5,1,136
138,1,0,1,6,4,1,137
139,1,0,1,7,3,2,138
140,2,0,0,8,2,2,139
141,1,0,1,5,5,1,136
142,1,0,1,6,4,1,141
143,1,0,1,7,3,2,142
144,2,0,0,8,2,2,143
145,1,0,1,5,5,1,131
146,1,0,1,6,4,1,145
147,1,0,1,7,3,2,146
148,2,0,0,8,2,2,147
149,1,0,1,3,7,2,30
150,2,0,0,4,6,2,149
151,1,0,2,1,9,0,1
152,1,0,1,4,6,60,151
153,1,0,1,4,6,7,37
154,1,1,1,5,5,2,153
155,1,1,1,6,4,152,154
156,1,0,1,4,6,1,23
157,1,0,1,5,5,78,156
158,1,0,2,6,4,2,157
159,2,0,0,7,3,155,158
160,1,0,1,2,8,5,8
161,1,1,1,3,7,6,160
162,1,0,1,4,6,6,161
163,1,0,1,5,5,0,162
164,1,0,1,6,4,0,163
165,1,0,1,7,3,1,164
166,1,0,1,8,2,137,165
167,1,1,1,9,1,2,166
168,2,0,0,10,0,2,167
169,1,0,1,6,4,62,151
170,1,1,1,7,3,2,169
171,2,0,0,8,2,158,170
172,1,1,1,5,5,1,96
173,1,0,1,5,5,1,68
174,1,0,1,6,4,172,173
175,1,1,1,7,3,2,174
176,2,0,0,8,2,2,175
177,1,1,1,5,5,1,68
178,1,0,1,6,4,1,177
179,1,1,1,7,3,2,178
180,2,0,0,8,2,2,179
