node_idx,type,node_inv,num_fo,lvl,rev_lvl,c1_idx,c2_idx
132,2,0,0,3,0,34,123
133,2,0,0,3,0,36,123
134,2,0,0,3,0,39,123
135,2,0,0,3,0,41,123
136,2,0,0,3,0,43,123
137,2,0,0,3,0,45,123
138,2,0,0,3,0,47,123
139,2,0,0,3,0,49,123
140,1,0,16,2,1,69,105
141,2,0,0,3,0,13,140
142,2,0,0,3,0,16,140
143,2,0,0,3,0,19,140
144,2,0,0,3,0,21,140
145,2,0,0,3,0,24,140
146,2,0,0,3,0,27,140
147,2,0,0,3,0,29,140
148,2,0,0,3,0,31,140
149,2,0,0,3,0,34,140
150,2,0,0,3,0,36,140
151,2,0,0,3,0,39,140
152,2,0,0,3,0,41,140
153,2,0,0,3,0,43,140
154,2,0,0,3,0,45,140
155,2,0,0,3,0,47,140
156,2,0,0,3,0,49,140
157,1,0,16,2,1,87,105
158,2,0,0,3,0,13,157
159,2,0,0,3,0,16,157
160,2,0,0,3,0,19,157
161,2,0,0,3,0,21,157
162,2,0,0,3,0,24,157
163,2,0,0,3,0,27,157
164,2,0,0,3,0,29,157
165,2,0,0,3,0,31,157
166,2,0,0,3,0,34,157
167,2,0,0,3,0,36,157
168,2,0,0,3,0,39,157
169,2,0,0,3,0,41,157
170,2,0,0,3,0,43,157
171,2,0,0,3,0,45,157
172,2,0,0,3,0,47,157
173,2,0,0,3,0,49,157
174,1,1,4,1,2,6,7
175,1,1,16,2,1,8,174
176,2,1,0,3,0,13,175
177,2,0,0,3,0,16,175
178,2,0,0,3,0,19,175
179,2,0,0,3,0,21,175
180,2,0,0,3,0,24,175
181,2,0,0,3,0,27,175
182,2,0,0,3,0,29,175
183,2,0,0,3,0,31,175
184,2,0,0,3,0,34,175
185,2,0,0,3,0,36,175
186,2,0,0,3,0,39,175
187,2,0,0,3,0,41,175
188,2,0,0,3,0,43,175
189,2,0,0,3,0,45,175
190,2,0,0,3,0,47,175
191,2,0,0,3,0,49,175
192,1,0,16,2,1,51,174
193,2,0,0,3,0,13,192
194,2,0,0,3,0,16,192
195,2,0,0,3,0,19,192
196,2,0,0,3,0,21,192
197,2,0,0,3,0,24,192
198,2,0,0,3,0,27,192
199,2,0,0,3,0,29,192
200,2,0,0,3,0,31,192
201,2,0,0,3,0,34,192
202,2,0,0,3,0,36,192
203,2,0,0,3,0,39,192
204,2,0,0,3,0,41,192
205,2,0,0,3,0,43,192
206,2,0,0,3,0,45,192
207,2,0,0,3,0,47,192
208,2,0,0,3,0,49,192
209,1,0,16,2,1,69,174
210,2,0,0,3,0,13,209
211,2,0,0,3,0,16,209
212,2,0,0,3,0,19,209
213,2,0,0,3,0,21,209
214,2,0,0,3,0,24,209
215,2,0,0,3,0,27,209
216,2,0,0,3,0,29,209
217,2,0,0,3,0,31,209
218,2,0,0,3,0,34,209
219,2,0,0,3,0,36,209
220,2,0,0,3,0,39,209
221,2,0,0,3,0,41,209
222,2,0,0,3,0,43,209
223,2,0,0,3,0,45,209
224,2,0,0,3,0,47,209
225,2,0,0,3,0,49,209
226,1,0,16,2,1,87,174
227,2,0,0,3,0,13,226
228,2,0,0,3,0,16,226
229,2,0,0,3,0,19,226
230,2,0,0,3,0,21,226
231,2,0,0,3,0,24,226
232,2,0,0,3,0,27,226
233,2,0,0,3,0,29,226
234,2,0,0,3,0,31,226
235,2,0,0,3,0,34,226
236,2,0,0,3,0,36,226
237,2,0,0,3,0,39,226
238,2,0,0,3,0,41,226
239,2,0,0,3,0,43,226
240,2,0,0,3,0,45,226
241,2,0,0,3,0,47,226
242,2,0,0,3,0,49,226
243,1,0,4,1,2,6,7
244,1,0,16,2,1,8,243
245,2,0,0,3,0,13,244
246,2,0,0,3,0,16,244
247,2,0,0,3,0,19,244
248,2,0,0,3,0,21,244
249,2,0,0,3,0,24,244
250,2,0,0,3,0,27,244
251,2,0,0,3,0,29,244
252,2,0,0,3,0,31,244
253,2,0,0,3,0,34,244
254,2,0,0,3,0,36,244
255,2,0,0,3,0,39,244
256,2,0,0,3,0,41,244
257,2,0,0,3,0,43,244
258,2,0,0,3,0,45,244
259,2,0,0,3,0,47,244
260,2,0,0,3,0,49,244
261,1,0,16,2,1,51,243
262,2,0,0,3,0,13,261
263,2,0,0,3,0,16,261
264,2,0,0,3,0,19,261
265,2,0,0,3,0,21,261
266,2,0,0,3,0,24,261
267,2,0,0,3,0,27,261
268,2,0,0,3,0,29,261
269,2,0,0,3,0,31,261
270,2,0,0,3,0,34,261
271,2,0,0,3,0,36,261
272,2,0,0,3,0,39,261
273,2,0,0,3,0,41,261
274,2,0,0,3,0,43,261
275,2,0,0,3,0,45,261
276,2,0,0,3,0,47,261
277,2,0,0,3,0,49,261
278,1,0,16,2,1,69,243
279,2,0,0,3,0,13,278
280,2,0,0,3,0,16,278
281,2,0,0,3,0,19,278
282,2,0,0,3,0,21,278
283,2,0,0,3,0,24,278
284,2,0,0,3,0,27,278
285,2,0,0,3,0,29,278
286,2,0,0,3,0,31,278
287,2,0,0,3,0,34,278
288,2,0,0,3,0,36,278
289,2,0,0,3,0,39,278
290,2,0,0,3,0,41,278
291,2,0,0,3,0,43,278
292,2,0,0,3,0,45,278
293,2,0,0,3,0,47,278
294,2,0,0,3,0,49,278
295,1,0,16,2,1,87,243
296,2,0,0,3,0,13,295
297,2,0,0,3,0,16,295
298,2,0,0,3,0,19,295
299,2,0,0,3,0,21,295
300,2,0,0,3,0,24,295
301,2,0,0,3,0,27,295
302,2,0,0,3,0,29,295
303,2,0,0,3,0,31,295
304,2,0,0,3,0,34,295
305,2,0,0,3,0,36,295
306,2,0,0,3,0,39,295
307,2,0,0,3,0,41,295
308,2,0,0,3,0,43,295
309,2,0,0,3,0,45,295
310,2,0,0,3,0,47,295
311,2,0,0,3,0,49,295
